Drug_ID,Drug,Y,uidx
3234358.0,COc1ccccc1-c1nc(NC2CC2)c2ccccc2n1,1,1604
3234359.0,CCNc1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(C[C@H]3CCCO3)c2n1,0,1605
3234363.0,COc1cccc(-c2cc(NCc3cccs3)ncn2)c1,1,1607
3234365.0,CN(C)c1ncc2nc(-c3ccccc3)c(=O)n(C3CC3)c2n1,0,1608
3234367.0,COCCn1c(=O)c(-c2cc(F)cc(F)c2)nc2cnc(N3CCOCC3)nc21,0,1609
3234370.0,O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCN(S(=O)(=O)c3ccccc3)C2)C1,1,1610
3234371.0,CN(C)Cc1ccccc1-c1cncnc1Nc1ccc(F)cc1,1,1611
3234373.0,COc1ccccc1CNc1ccnc(-c2cccc(NS(C)(=O)=O)c2)n1,1,1612
3234376.0,N#Cc1cccc(NC(=O)N2CC[C@@]3(CCCN(C(=O)c4cccc(F)c4)C3)C2)c1,1,1614
3234377.0,Cc1cccc(CNc2cc(-c3cccnc3)ncn2)c1,1,1615
3234378.0,O=C(c1cnccn1)N1CCC2(CCCN(c3cccc(-c4ccccc4)c3)C2)CC1,1,1616
3234381.0,CNc1nc(-c2ccccc2C(F)(F)F)nc2ccccc12,0,1619
3234383.0,COCC(=O)N1CCC2(CC1)CN(c1ccccc1)C2,0,1621
3234384.0,COCC(=O)N1CCC[C@@]2(CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)C1,1,1622
3234387.0,Cc1cccc(CNc2ncnc3ccc(-c4cccc(C#N)c4)cc23)c1,0,1623
3234388.0,COCCn1c(=O)c(C)nc2cnc(N3CCOCC3)nc21,0,1624
3234390.0,COc1ccc(-c2nc3cnc(Nc4cccc(OC)c4)nc3n(CCC#N)c2=O)cc1,1,1626
3234394.0,COc1cccc(Nc2ncc3nc(C)c(=O)n(CCC#N)c3n2)c1,1,1629
3234396.0,CC(C)CN1CCC2(CC1)CCN(C(=O)c1ccco1)CC2,0,1630
3234397.0,COC(=O)N1CCC2(CCCN(C)C2)CC1,0,1631
3234398.0,CN1CCCC2(CCN(C(=O)c3ccco3)CC2)C1,0,1632
3234399.0,COCCn1c(=O)c(-c2cccs2)nc2cnc(Oc3ccc(OC)cc3)nc21,1,1633
3234400.0,Cc1noc(C)c1-c1nccc(Nc2ccc(F)cc2)n1,1,1634
3234403.0,CC(=O)NCCNc1ncncc1-c1ccccc1C(F)(F)F,1,1635
3234404.0,COc1ccc(Oc2ncc3nc(-c4cc(F)cc(F)c4)c(=O)n(C[C@H]4CCCO4)c3n2)cc1,1,1636
3234405.0,CNc1cc(-c2ccccc2C)ncn1,0,1637
3234406.0,Cn1cccc1C(=O)N1CCC[C@@]2(CCN(Cc3ccc(C#N)cc3)C2)C1,1,1638
3234407.0,O=c1c(-c2cccs2)nc2cnc(N3CCNCC3)nc2n1CCc1ccccc1,1,1639
3234408.0,COc1ccc(CNc2nc(-c3c(C)noc3C)nc3ccccc23)c(OC)c1,1,1640
3234410.0,COc1ccc(-n2c(=O)c(-c3cccs3)nc3cnc(Nc4ccccc4)nc32)cc1,0,1642
3234413.0,COc1ccc(NC(=O)N2CCCC3(CCN(C(=O)c4csnn4)CC3)C2)cc1,1,1643
3234416.0,Fc1ccc(Nc2ccnc(-c3ccoc3)n2)cc1,1,1644
3234418.0,COc1ncc2nc(-c3cc(F)cc(F)c3)c(=O)n(C)c2n1,0,1646
3234420.0,COc1ccc(CNc2cc(-c3ccccc3OC)ncn2)c(OC)c1,1,1647
3234425.0,O=C(c1cccc(F)c1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,0,1650
3234427.0,COc1ccccc1-c1nc(NCc2cccnc2)c2ccccc2n1,1,1651
3234428.0,COc1ccccc1CN1CCC2(CC1)CCN(S(=O)(=O)c1ccccc1)CC2,0,1652
3234430.0,COc1ccccc1CNc1ccnc(-c2ccc3c(c2)OCO3)n1,1,1654
3234432.0,O=c1c(-c2cc(F)cc(F)c2)nc2cnc(N3CCNCC3)nc2n1Cc1ccc(F)cc1,1,1655
3234433.0,O=C(c1ccncc1)N1CCC2(CCCN(Cc3nccs3)C2)CC1,1,1656
3234434.0,CN(C)Cc1ccccc1-c1cncnc1NCc1ccccc1,1,1657
3234435.0,COc1ccc(Oc2ncc3nc(-c4cccs4)c(=O)n(Cc4cccs4)c3n2)cc1,1,1658
3234436.0,CS(=O)(=O)N1CCC2(CC1)CN(c1cccc(-c3ccccc3)c1)C2,0,1659
3234437.0,Cc1cccc(CNc2nc(-c3c(C)noc3C)nc3ccccc23)c1,1,1660
3234439.0,COc1cccc(-c2nc(N(C)Cc3ccco3)c3ccccc3n2)c1,1,1661
3234442.0,Cc1cnc(CNc2nc(-c3ccc(N(C)C)cc3)nc3ccccc23)cn1,1,1663
3234443.0,COc1ccc(Oc2ncc3nc(-c4cccs4)c(=O)n(C)c3n2)cc1,1,1664
3234444.0,COc1ccc(CNc2ncnc3ccc(-c4ccccc4C#N)cc23)c(OC)c1,1,1665
3234445.0,CC(C)CN1CC2(CCN(C(=O)c3ccncc3)CC2)C1,0,1666
3234447.0,COc1ncc2nc(CCc3ccccc3)c(=O)n(Cc3ccc(F)cc3)c2n1,1,1668
3234449.0,O=c1c(-c2ccc(F)cc2)nc2cnc(Nc3ccccc3)nc2n1Cc1cccs1,0,1669
3234451.0,Cc1cnc(CNc2ncnc3ccc(-c4cccc(NS(C)(=O)=O)c4)cc23)cn1,1,1670
3234455.0,COc1ccccc1-c1nc(N(C)Cc2ccco2)c2ccccc2n1,1,1672
3234456.0,Cc1cnc(CNc2ncnc3ccc(-c4ccc(N(C)C)cc4)cc23)cn1,1,1673
3234457.0,COc1ccc(-c2nc3cnc(N(C)C)nc3n(CCc3ccccc3)c2=O)cc1,0,1674
3234458.0,CCNc1ncc2nc(CCc3ccccc3)c(=O)n(C3CC3)c2n1,1,1675
3234461.0,COc1ccc(C(=O)N2CCC3(CC2)CCN(c2ccccn2)CC3)cc1,0,1677
3234462.0,Cc1noc(C)c1-c1ccc2ncnc(NCc3cccs3)c2c1,1,1678
3234464.0,Cc1ccccc1-c1ccc2ncnc(NCc3cccs3)c2c1,1,1679
3234466.0,O=C(Nc1cccc(F)c1)N1CCCC2(CCN(C(=O)c3csnn3)CC2)C1,1,1681
3234467.0,O=c1c(CCc2ccccc2)nc2cnc(N3CCOCC3)nc2n1Cc1ccc(F)cc1,0,1682
3234469.0,COc1ccccc1-c1nccc(Nc2ccc(F)cc2)n1,1,1683
3234470.0,CCNc1ncc2ncc(=O)n(Cc3cccc(OC)c3)c2n1,1,1684
3234471.0,Cn1cccc1C(=O)N1CCC2(CC1)CN(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C2,0,1685
3234472.0,N#CCCn1c(=O)c(-c2ccc(F)cc2)nc2cnc(Oc3cccc(Cl)c3)nc21,0,1686
3234474.0,COc1cccc(Nc2ncc3nc(-c4ccc(Cl)cc4)c(=O)n(C4CC4)c3n2)c1,0,1687
3234476.0,COc1ccc(CNc2ncnc3ccc(-c4ccccc4OC)cc23)c(OC)c1,1,1688
3234479.0,Cc1cccc(CNc2nc(-c3ccccc3CN(C)C)nc3ccccc23)c1,1,1689
3234480.0,O=C(c1ccco1)N1CCC[C@@]2(CCN(c3ncccn3)C2)C1,0,1690
3234483.0,N#Cc1ccccc1-c1ccc2ncnc(NCCN3CCOCC3)c2c1,1,1692
3234484.0,COc1cccc(Cn2c(=O)c(-c3ccccc3)nc3cncnc32)c1,1,1693
3234485.0,COCCn1c(=O)c(CCc2ccccc2)nc2cnc(OC)nc21,1,1694
3234489.0,COc1cccc(-c2cc(NCc3cccnc3)ncn2)c1,1,1696
3234490.0,N#Cc1ccccc1-c1ccc2ncnc(NCc3cccs3)c2c1,1,1697
3234494.0,CC(=O)N1CCC2(CCCN(c3ncccn3)C2)CC1,0,1699
3234495.0,COCCn1c(=O)c(-c2cccs2)nc2cnc(Oc3ccccc3)nc21,1,1700
3234496.0,Cn1c(=O)c(-c2ccc(Cl)cc2)nc2cnc(Nc3ccccc3)nc21,0,1701
3234498.0,COc1ccc(CNc2ncnc3ccc(-c4ccc(C(=O)N(C)C)cc4)cc23)c(OC)c1,1,1702
3234500.0,COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1c(C)noc1C)CC2,0,1704
3234501.0,COc1cccc(-c2cncnc2NCc2ccc(OC)cc2OC)c1,1,1705
3234502.0,COC(=O)N1CCC2(CCN(C(=O)NC(C)C)CC2)CC1,0,1706
3234504.0,CS(=O)(=O)N1CCC[C@@]2(CCN(C(=O)Nc3ccccc3)C2)C1,0,1708
3234506.0,CCNc1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(Cc3cccc(OC)c3)c2n1,0,1709
3234507.0,CN(C)C(=O)c1ccc(-c2ccc3ncnc(N(C)Cc4ccco4)c3c2)cc1,1,1710
3234508.0,O=C(c1ccncc1)N1CCC[C@@]2(CCN(c3ccncc3)C2)C1,1,1711
3234509.0,Cc1noc(C)c1C(=O)N1CCC2(CCN(Cc3ccc(C#N)cc3)CC2)CC1,0,1712
3234510.0,CC(C)CN1CC[C@@]2(CCCN(C(=O)c3ccncc3)C2)C1,1,1713
3234512.0,COc1ccc(-c2nc3cnc(N(C)C)nc3n(Cc3ccc(F)cc3)c2=O)cc1,0,1715
3234518.0,c1cncc(CNc2ncnc3ccc(-c4cccnc4)cc23)c1,1,1718
3234520.0,Cc1ccccc1-c1nc(N(C)C)c2ccccc2n1,0,1719
3234521.0,CN(C)c1ncc2nc(-c3cccs3)c(=O)n(CCc3ccccc3)c2n1,0,1720
3234523.0,N#CCCn1c(=O)c(-c2ccc(Cl)cc2)nc2cnc(Oc3ccccc3)nc21,0,1721
3234524.0,Cn1c(=O)cnc2cnc(Oc3ccccc3)nc21,0,1722
3234526.0,Cc1noc(C)c1C(=O)N1CCC2(CC1)CCN(c1ncccn1)CC2,0,1723
3234529.0,COc1cccc(Nc2ncc3nc(CCc4ccccc4)c(=O)n(C)c3n2)c1,0,1724
3234531.0,Cc1cnc(CNc2ncnc3ccc(-c4ccccc4CN(C)C)cc23)cn1,0,1726
3234533.0,COCCn1c(=O)c(-c2ccc(F)cc2)nc2cnc(N(C)C)nc21,0,1728
3234535.0,CNc1ccnc(-c2ccccc2CN(C)C)n1,0,1730
3234538.0,COc1ccccc1CN1CCCC2(CCN(C(=O)c3ccncc3)CC2)C1,1,1731
3234539.0,O=C(c1cccc(F)c1)N1CCC[C@@]2(CCN(Cc3ccccc3)C2)C1,1,1732
3234541.0,O=C(c1cccc(F)c1)N1CCC[C@@]2(CCN(Cc3nccs3)C2)C1,1,1733
3234543.0,COc1cccc(Cn2c(=O)c(-c3cn(C)c4ccccc34)nc3cnc(N4CCOCC4)nc32)c1,0,1734
3234545.0,CC(C)NC(=O)N1CC[C@@]2(CCCN(S(C)(=O)=O)C2)C1,0,1735
3234547.0,COc1ncc2nc(-c3ccc(F)cc3)c(=O)n(CCc3ccccc3)c2n1,0,1736
3234548.0,COc1ccccc1CCn1c(=O)c(-c2cccc(Cl)c2)nc2cncnc21,1,1737
3234549.0,N#Cc1cccc(NC(=O)N2CCCC3(CCN(C(=O)c4ccco4)CC3)C2)c1,1,1738
3234550.0,CC(C)CN1CC[C@@]2(CCCN(C(=O)Oc3ccccc3)C2)C1,1,1739
3234551.0,COc1cccc(Nc2ncc3nc(-c4cccs4)c(=O)n(C[C@H]4CCCO4)c3n2)c1,1,1740
3234553.0,COc1ccc(CNc2ccnc(-c3cccc(C#N)c3)n2)c(OC)c1,1,1741
3234554.0,CN(C)c1ccc(-c2ccc3ncnc(-n4ccnc4)c3c2)cc1,1,1742
3234555.0,N#Cc1cccc(-c2nc3cnc(N4CCOCC4)nc3n(Cc3ccc(F)cc3)c2=O)c1,0,1743
3234556.0,O=c1c(-c2cc(F)cc(F)c2)nc2cnc(Oc3ccccc3)nc2n1C1CC1,0,1744
3234558.0,Cc1noc(C)c1-c1nc(NC2CC2)c2ccccc2n1,1,1745
3234562.0,COc1cccc(Cn2c(=O)c(-c3cccs3)nc3cnc(N4CCNCC4)nc32)c1,1,1746
3234564.0,c1ccc(Nc2nc(-c3ccc4c(c3)OCO4)nc3ccccc23)cc1,1,1748
3234566.0,CN(C)c1ncc2nc(-c3ccc(F)cc3)c(=O)n(-c3ccccc3)c2n1,0,1749
3234570.0,COc1ncc2nc(-c3ccc(F)cc3)c(=O)n(Cc3ccc(F)cc3)c2n1,1,1751
3234571.0,CN(C)c1ncc2nc(CCc3ccccc3)c(=O)n(Cc3cccs3)c2n1,1,1752
3234573.0,Cc1noc(C)c1-c1ccc2ncnc(NC3CC3)c2c1,1,1754
3234574.0,CCNc1ncc2nc(-c3ccccc3)c(=O)n(Cc3cccs3)c2n1,1,1755
3234575.0,N#Cc1cccc(NC(=O)N2CCCC3(CCN(C(=O)c4cc(C(F)(F)F)cc(C(F)(F)F)c4)CC3)C2)c1,1,1756
3234578.0,CN1CCN(c2ncnc3ccc(-c4cccnc4)cc23)CC1,1,1758
3234579.0,O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)C1,1,1759
3234583.0,CC(C)CN1CC[C@@]2(CCCN(C(=O)c3cccc(F)c3)C2)C1,1,1760
3234584.0,CC(C)NC(=O)N1CC[C@@]2(CCCN(C(=O)c3cccc(F)c3)C2)C1,0,1761
3234585.0,COc1ncc2nc(-c3cc(F)cc(F)c3)c(=O)n(CCc3ccccc3)c2n1,1,1762
3234587.0,c1ccc2c(Nc3ccncc3)nc(-c3ccc4c(c3)OCO4)nc2c1,1,1763
3234588.0,COCCn1c(=O)c(-c2cccc(C#N)c2)nc2cnc(Oc3ccccc3)nc21,1,1764
3234590.0,COc1ccc(NC(=O)N2CC[C@@]3(CCCN(C(C)=O)C3)C2)cc1,0,1765
3234591.0,COc1ccc(CNc2ncnc3ccc(-c4c(C)noc4C)cc23)c(OC)c1,1,1766
3234592.0,COc1ccc(NC(=O)N2CCCC3(CCN(C(=O)c4ccncc4)CC3)C2)cc1,1,1767
3234593.0,COc1ccc(CNc2ncncc2-c2cccc(C#N)c2)c(OC)c1,1,1768
3234596.0,COc1ccc(-n2c(=O)c(-c3cccs3)nc3cnc(OC)nc32)cc1,1,1770
3234599.0,COc1ccccc1CNc1nc(-c2cccc(NS(C)(=O)=O)c2)nc2ccccc12,1,1772
3234600.0,COc1ccc(-c2nc3cnc(N4CCNCC4)nc3n(Cc3cccs3)c2=O)cc1,1,1773
3234601.0,Cn1c(=O)c(CCc2ccccc2)nc2cnc(Oc3ccccc3)nc21,0,1774
3234602.0,O=C(c1ccco1)N1CCC[C@@]2(CCN(c3ccccn3)C2)C1,1,1775
3234605.0,O=c1c(-c2ccc(F)cc2)nc2cnc(N3CCOCC3)nc2n1C[C@H]1CCCO1,0,1776
3234606.0,N#CCCn1c(=O)c(-c2cc(F)cc(F)c2)nc2cnc(Oc3ccccc3)nc21,0,1777
3234608.0,CC(=O)N1CCC2(CCCN(Cc3ccccc3)C2)CC1,0,1778
3234611.0,O=C(Nc1cccc(F)c1)N1CC2(CCN(C(=O)c3ccncc3)CC2)C1,1,1781
3234613.0,CC(=O)N1CCC2(CC1)CCN(C(=O)Nc1cccc(C#N)c1)CC2,0,1782
3234614.0,CNc1ccnc(-c2cccc(NS(C)(=O)=O)c2)n1,1,1783
3234615.0,COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC2,0,1784
3234616.0,COc1ncc2nc(CCc3ccccc3)c(=O)n(C)c2n1,0,1785
3234619.0,O=c1c(-c2ccccc2)nc2cnc(Oc3cccc(Cl)c3)nc2n1C[C@H]1CCCO1,1,1787
3234620.0,COc1ccc(-n2c(=O)c(CCc3ccccc3)nc3cnc(N4CCOCC4)nc32)cc1,1,1788
3234621.0,COc1ccc(-c2nc3cnc(N4CCOCC4)nc3n(Cc3cccc(OC)c3)c2=O)cc1,0,1789
3234622.0,COC(=O)N1CCC2(CCCN(c3ccncc3)C2)CC1,1,1790
3234623.0,N#Cc1ccccc1-c1ccc2ncnc(NCc3ccccc3)c2c1,1,1791
3234625.0,COc1ccc(Oc2ncc3nc(C)c(=O)n(CCC#N)c3n2)cc1,1,1792
3234627.0,CN1CCN(c2ncc3nc(-c4ccccc4)c(=O)n(C)c3n2)CC1,0,1793
3234628.0,CN(C)C(=O)c1ccc(-c2cc(NCc3cccnc3)ncn2)cc1,1,1794
3234630.0,COc1ccc(Oc2ncc3nc(CCc4ccccc4)c(=O)n(C[C@H]4CCCO4)c3n2)cc1,1,1795
3234631.0,COc1ccccc1-c1ccc2ncnc(N3CCN(C)CC3)c2c1,1,1796
3234632.0,O=S(=O)(c1ccccc1)N1CCC2(CCCN(c3cccc(-c4ccccc4)c3)C2)CC1,1,1797
3234633.0,COc1cccc(-c2nc(N3CCNCC3)c3ccccc3n2)c1,1,1798
3234635.0,Clc1ccccc1-c1nc(-n2ccnc2)c2ccccc2n1,1,1799
3234638.0,Cc1nc2cnc(N3CCNCC3)nc2n(CCc2ccccc2)c1=O,1,1800
3234641.0,N#Cc1cccc(NC(=O)N2CC[C@@]3(CCCN(C(=O)c4csnn4)C3)C2)c1,1,1802
3234643.0,COCC(=O)N1CCC2(CC1)CN(Cc1ccc(C#N)cc1)C2,0,1804
3234646.0,O=S(=O)(c1ccccc1)N1CCC2(CCN(Cc3ccncc3)CC2)CC1,1,1806
3234648.0,CN(C)Cc1ccccc1-c1ccc2ncnc(NCc3ccccc3)c2c1,1,1808
3234650.0,COc1cccc(Nc2ncc3nc(-c4ccc(F)cc4)c(=O)n(CCC#N)c3n2)c1,1,1809
3234651.0,CN(C)C(=O)c1ccc(-c2cncnc2NCc2ccccc2)cc1,1,1810
3234652.0,COc1ccccc1CN1CCCC2(CCN(S(=O)(=O)c3ccccc3)CC2)C1,1,1811
3234653.0,CCNc1ncc2nc(-c3ccc(OC)cc3)c(=O)n(C[C@H]3CCCO3)c2n1,1,1812
3234654.0,CC(=O)N1CCC2(CCCN(c3ccncc3)C2)CC1,0,1813
3234656.0,COc1ccc(CNc2cc(-c3ccccc3Cl)ncn2)c(OC)c1,1,1814
3234660.0,CN(C)C(=O)c1ccc(-c2ccc3ncnc(N4CCC(C(=O)O)CC4)c3c2)cc1,0,1817
3234662.0,COCCn1c(=O)c(-c2cccs2)nc2cnc(N(C)C)nc21,1,1819
3234664.0,COc1ccc2[nH]cc(CCNc3cc(-c4cccnc4)ncn3)c2c1,1,1820
3234668.0,CC(C)CN1CCC2(CC1)CCN(S(C)(=O)=O)CC2,0,1822
3234671.0,Cc1ccccc1-c1cncnc1N1CCNCC1,1,1823
3234672.0,COc1cccc(Nc2ncc3ncc(=O)n(Cc4cccs4)c3n2)c1,1,1824
3234673.0,COc1ccc2[nH]cc(CCNc3nc(-c4cccnc4)nc4ccccc34)c2c1,1,1825
3234674.0,FC(F)(F)c1ccccc1-c1cncnc1-n1ccnc1,1,1826
3234675.0,Cn1cccc1C(=O)N1CCC[C@@]2(CCN(C(=O)Nc3cccc(F)c3)C2)C1,1,1827
3234676.0,COCCn1c(=O)c(-c2ccc(Cl)cc2)nc2cnc(N3CCNCC3)nc21,1,1828
3234677.0,Cc1nc2cnc(Nc3ccccc3)nc2n(CCC#N)c1=O,0,1829
3234678.0,CS(=O)(=O)N1CCC2(CC1)CN(c1ccccc1)C2,0,1830
3234680.0,Cc1cccc(CNc2nc(-c3ccoc3)nc3ccccc23)c1,1,1831
3234682.0,COc1ccc(Oc2ncc3nc(-c4cccs4)c(=O)n(Cc4cccc(OC)c4)c3n2)cc1,1,1832
3234686.0,Cc1ccccc1-c1cncnc1NCc1cccs1,1,1834
3234688.0,COc1cccc(Cn2c(=O)c(CCc3ccccc3)nc3cncnc32)c1,1,1835
3234689.0,Cn1cccc1C(=O)N1CCC2(CC1)CCN(c1ccncc1)CC2,0,1836
3234692.0,N#Cc1cccc(NC(=O)N2CC[C@@]3(CCCN(C(=O)c4cnccn4)C3)C2)c1,1,1838
3234693.0,O=c1cnc2cnc(N3CCNCC3)nc2n1C1CC1,0,1839
3234695.0,COc1ccccc1CN1CC2(CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)C1,0,1840
3234697.0,Cc1ccccc1-c1cc(-n2ccnc2)ncn1,1,1842
3234699.0,N#CCCn1c(=O)c(-c2ccccc2)nc2cnc(Oc3cccc(Cl)c3)nc21,0,1844
3234700.0,COc1ccc2[nH]cc(CCNc3ccnc(-c4ccccc4C)n3)c2c1,1,1845
3234702.0,O=C(Nc1ccccc1)N1CC[C@@]2(CCCNC2)C1,0,1846
3234703.0,O=C(c1ccco1)N1CCC[C@@]2(CCN(C(c3ccccc3)c3ccccc3)C2)C1,1,1847
3234704.0,O=C(Oc1ccccc1)N1CCC2(CCN(Cc3ccncc3)CC2)CC1,1,1848
3234705.0,Cn1c(=O)c(-c2cccs2)nc2cnc(N3CCOCC3)nc21,0,1849
3234707.0,Cc1noc(C)c1-c1ccc2ncnc(Nc3ccccc3)c2c1,1,1850
3234710.0,Cc1cnc(CNc2cc(-c3ccc4c(c3)OCO4)ncn2)cn1,1,1851
3234714.0,Cc1nc2cnc(Nc3ccccc3)nc2n(Cc2cccs2)c1=O,1,1852
3234716.0,COCCn1c(=O)c(-c2ccccc2)nc2cnc(OCc3ccccc3)nc21,1,1854
3234718.0,Cn1cccc1C(=O)N1CCC2(CCN(C(=O)Nc3cccc(F)c3)CC2)CC1,0,1855
3234722.0,N#CCCn1c(=O)c(-c2ccc(F)cc2)nc2cnc(N3CCOCC3)nc21,0,1857
3234726.0,Cc1noc(C)c1C(=O)N1CCC[C@@]2(CCN(c3ccccc3)C2)C1,1,1859
3234732.0,O=C(Nc1cccc(F)c1)N1CCC2(CC1)CCN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC2,0,1860
3234733.0,COc1ccc(-c2nc3cnc(OC)nc3n(Cc3cccc(OC)c3)c2=O)cc1,1,1861
3234734.0,Cc1ccccc1-c1nccc(NCCN2CCOCC2)n1,1,1862
3234735.0,Cc1noc(C)c1-c1nc(Nc2ccccc2)c2ccccc2n1,1,1863
3234736.0,CC(C)NC(=O)N1CCC2(CC1)CCN(C(=O)c1cnccn1)CC2,0,1864
3234737.0,CCNc1ncc2nc(CCc3ccccc3)c(=O)n(Cc3ccc(F)cc3)c2n1,1,1865
3234738.0,O=C(Nc1ccccc1)N1CC2(CCN(C(=O)c3cnccn3)CC2)C1,0,1866
3234739.0,COc1ccccc1CNc1ncnc2ccc(-c3ccoc3)cc12,1,1867
3234740.0,COc1ncc2nc(-c3ccc(F)cc3)c(=O)n(CCC#N)c2n1,1,1868
3234741.0,Cn1cc(-c2nc3cnc(Oc4cccc(Cl)c4)nc3n(C3CC3)c2=O)c2ccccc21,0,1869
3234742.0,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC2(CC1)CCN(c1ccccn1)CC2,0,1870
3234743.0,COc1cccc(-c2cncnc2NCc2cccnc2)c1,1,1871
3234744.0,O=S(=O)(c1ccccc1)N1CCC2(CCCN(Cc3nccs3)C2)CC1,1,1872
3234745.0,O=C(c1ccncc1)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,1,1873
3234747.0,COc1cccc(-c2cncnc2Nc2ccc(F)cc2)c1,1,1874
3234750.0,CCNc1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(C)c2n1,0,1876
3234752.0,COc1ccc(C(=O)N2CCC[C@@]3(CCN(Cc4ccc(C#N)cc4)C3)C2)cc1,1,1877
3234754.0,CN(C)C(=O)c1ccc(-c2cncnc2N2CCNCC2)cc1,0,1879
3234755.0,O=C(c1ccco1)N1CCC2(CC1)CN(c1cccc(-c3ccccc3)c1)C2,0,1880
3234756.0,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC[C@@]2(CCN(c3ccncc3)C2)C1,1,1881
3234758.0,COc1ccc(NC(=O)N2CCCC3(CCNCC3)C2)cc1,1,1883
3234762.0,COc1ccccc1-c1nccc(NCc2cccnc2)n1,1,1886
3234763.0,O=c1c(-c2ccc(Cl)cc2)nc2cnc(Nc3ccccc3)nc2n1C1CC1,0,1887
3234764.0,COCCNc1ccnc(-c2ccccc2C(F)(F)F)n1,0,1888
3234769.0,CS(=O)(=O)Nc1cccc(-c2nc(N3CCOCC3)c3ccccc3n2)c1,1,1892
3234770.0,COc1ccc(Oc2ncc3nc(-c4cccs4)c(=O)n(-c4ccccc4)c3n2)cc1,1,1893
3234771.0,O=S(=O)(c1ccccc1)N1CCC2(CCN(Cc3nccs3)CC2)CC1,0,1894
3234772.0,COc1cccc(Cn2c(=O)c(-c3ccc(Cl)cc3)nc3cnc(OC)nc32)c1,1,1895
3234774.0,COc1cccc(-c2nccc(NCc3cccc(C)c3)n2)c1,1,1897
3234775.0,Cc1nc2cnc(N3CCN(C)CC3)nc2n(-c2ccccc2)c1=O,0,1898
3234776.0,COc1ccc(Oc2ncc3nc(-c4cn(C)c5ccccc45)c(=O)n(C4CC4)c3n2)cc1,1,1899
3234779.0,c1ccc(-c2ccc(N3CCCC4(CCNCC4)C3)cc2)cc1,1,1902
3234781.0,COCCNc1cc(-c2ccccc2C)ncn1,0,1904
3234782.0,O=C(Oc1ccccc1)N1CCC2(CCCN(Cc3nccs3)C2)CC1,1,1905
3234783.0,O=c1cnc2cnc(N3CCOCC3)nc2n1C1CC1,0,1906
3234784.0,Cc1cccc(CNc2ncncc2-c2ccccc2Cl)c1,1,1907
3234787.0,COc1ccc2[nH]cc(CCNc3ncncc3-c3ccccc3CN(C)C)c2c1,1,1909
3234789.0,CC(=O)N1CCC[C@@]2(CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)C1,1,1911
3234790.0,COc1ccccc1CCn1c(=O)c(-c2ccc(F)c(F)c2)nc2cncnc21,1,1912
3234792.0,COc1ccccc1CNc1ccnc(-c2ccoc2)n1,1,1913
3234795.0,COCC(=O)N1CCC2(CC1)CCN(c1cccc(-c3ccccc3)c1)CC2,0,1914
3234796.0,COc1ccccc1-c1ccc2ncnc(N(C)Cc3ccco3)c2c1,1,1915
3234798.0,CN1CCN(c2ncc3nc(CCc4ccccc4)c(=O)n(CCc4ccccc4)c3n2)CC1,1,1916
3234799.0,COc1cccc(-c2nc(NCc3cnc(C)cn3)c3ccccc3n2)c1,1,1917
3234801.0,CS(=O)(=O)Nc1cccc(-c2cncnc2NCc2cccnc2)c1,1,1918
3234804.0,CN(C)c1ncc2nc(-c3cccs3)c(=O)n(-c3ccccc3)c2n1,0,1921
3234805.0,COc1ccc(CNc2ccnc(-c3ccccc3C(F)(F)F)n2)c(OC)c1,1,1922
3234807.0,COc1ccccc1CN1CC[C@@]2(CCCN(C(=O)c3cccc(F)c3)C2)C1,1,1923
3234808.0,COCCNc1ncnc2ccc(-c3ccccc3C)cc12,1,1924
3234809.0,COc1ccc(Oc2ncc3nc(-c4ccc(Cl)cc4)c(=O)n(C4CC4)c3n2)cc1,1,1925
3234811.0,COc1ncc2nc(-c3ccccc3)c(=O)n(Cc3cccs3)c2n1,1,1926
3234812.0,N#Cc1cccc(-c2cncnc2NCc2ccccc2)c1,1,1927
3234813.0,Cc1cccc(CNc2ncncc2-c2cccc(C#N)c2)c1,1,1928
3234815.0,CS(=O)(=O)N1CCC2(CCN(C(=O)Nc3cccc(F)c3)CC2)CC1,0,1929
3234816.0,COc1ccc(CNc2ccnc(-c3cccc(NS(C)(=O)=O)c3)n2)c(OC)c1,1,1930
