SMILES,LOG HLM_CLint (mL/min/kg),uidx
CC(C)c1ccc(-c2cc3c(=O)n(CCC(=O)NCCN(C)C)ccn3n2)cc1,2.259189974,1151
Cc1ccc(-c2noc(CCC(=O)N3CCCC3(C)C)n2)cc1F,2.357904369,1385
O=C(CCc1ccc2c(c1)OCO2)Nc1nc2c(s1)CCC2,1.988487609,1373
Cn1nc(-c2cc(F)cc(F)c2)cc1N,1.641493941,2377
CSC1(CNC(=O)N2CCC=C(c3ccccc3)C2)CCOCC1,2.077575009,2103
COCC(C)(C)CNC(=O)C1(Cn2cccn2)CC1,1.112403893,2902
CN(Cc1cscn1)c1nc2c(cc1C#N)CCC2,1.977385181,1168
Cc1ccc(F)cc1CNc1cc(C(=O)N(C)C)ccn1,1.046104787,630
CCOC1CCN(c2ccnc(C(=O)NCc3ccccc3)c2)CC1,1.261405627,2544
CCOc1ccccc1C(=O)N1CCC(c2nc(-c3ccc(OC)cc3)c(C(N)=O)[nH]2)CC1,2.017467417,1315
CCC(Nc1cnn(C)c1)c1ccc2c(c1)OCCO2,1.058577849,1171
c1cc(Nc2cc(C3CC3)[nH]n2)nc(Nc2ccc3nc[nH]c3c2)n1,1.178026788,2455
COc1cc(C=C2C(=O)NN(c3ccccc3)C2=O)ccc1OCC(N)=O,2.197440459,1623
Cc1cc(C(=O)N(C)c2nc3ccccc3s2)cc(O)n1,0.675686709,2336
Cc1ccc(NC(=O)c2cc(F)cc(F)c2)nc1,2.440759571,1785
Cc1cccc(NC(=O)c2cccnc2N2CCCCC2)n1,2.077709392,365
CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4c(c3)CCC(=O)N4)ncc2C(F)(F)F)c1,1.152746864,1713
NC1CCC(C(=O)N2CCC(c3c[nH]c4ncccc34)CC2)C1,0.675686709,3072
O=c1c2cccc(C(F)(F)F)c2ncn1C1CCCC1,2.059067122,1880
CCOC(=O)c1c(C)[nH]c(CN(Cc2ccccc2)C(=O)c2ccccc2Cl)c1C,2.492268562,346
Cc1cc(Nc2nnc(C)s2)cc(C2CN(C(=O)Cc3csc(C)n3)CCO2)n1,1.270795253,2653
Cc1nccc(NC(=O)CCc2ccncc2)c1Cl,0.675686709,2349
Cc1nccc(N(C)Cc2nc(-c3cccnc3)no2)n1,0.935255282,2666
CCc1nnnn1Cc1noc2c1CCCC2,0.675686709,394
COC(=O)c1cccc2c1CCCN2C(=O)c1ccccc1,2.892047273,2671
Cc1nn(C)c(C)c1CCC(=O)N1CCN(C)Cc2ccccc21,1.870626263,1417
Cc1cc(Cl)c(OCCCN2CCNCC2)c(Br)c1,0.675686709,1711
Cn1ccnc1CNc1cc(Br)ccc1-n1cccn1,1.49931585,795
Cc1nc(Cl)cc(Nc2ccc3c(c2)N(C)C(=O)CO3)n1,1.538598866,580
CCN(CC)CCCNc1ncc(-c2cc(C)no2)c(-c2ccco2)n1,0.710202015,1294
Cn1nc(C2CC2)c2[nH]c(-c3cccc(CN4CCOCC4)c3)nc21,1.273834318,1281
CC(=O)N(CC(N)=O)c1ccc(C)cc1,0.702516697,2965
CCN1CCCN(C(=O)Nc2ccc(COC3CCCC3)cc2)CC1,0.800854492,2263
C[C@@H](/C=C\C(F)(F)F)Oc1cc(-c2cc(-c3cc(CN(C)C)cs3)cnc2N)ccc1C(N)=O,1.311160273,1266
COCC(=O)Nc1cc(C#N)cn1C(C)(C)C,0.675686709,1992
O=C(NC1CC1)c1cccnc1Oc1ccccc1,0.675686709,809
CCCN(C(=O)c1ccccc1N)C(C)C,0.675686709,3000
Cc1nc2ccccc2n1CCNc1ncccn1,0.675686709,2927
c1ccc(-c2noc(Cn3ccnc3)n2)nc1,0.675686709,2224
O=C(O)c1cccc(N2CCC(Oc3ccc(Cl)cc3)CC2)n1,0.688686724,1285
NC(=O)c1ccccc1NC(=O)CN1CCCC(c2nc3ccccc3o2)C1,2.098650647,861
O=C(NCCN1CCc2ccccc2C1=O)c1ccon1,0.675686709,2058
CSCC(=O)N1CCN(C(=O)CSC)C2(CCCCC2)C1,1.762205758,197
Cc1nc(C)c(C(=O)NCc2ncoc2C)s1,0.675686709,2781
O=C(NC[C@]1(O)CCN(Cc2cscn2)C[C@H]1O)c1c[nH]cn1,0.675686709,2997
CCOC(=O)c1cc2ccccc2n1CC(=O)c1ccc(F)cc1,2.878301145,1348
CSCCc1nc(-c2cc(C)nc3cc(F)ccc23)n(CCO)n1,1.229015943,395
CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,2.003348497,144
Cc1ncc(-c2ccc(C)c(S(=O)(=O)NCc3cnn(C)c3C)c2)o1,2.247226718,2083
Cc1cc(C(=O)Nc2cccc(-c3cnco3)c2)c2c(C)nn(C)c2n1,1.46265251,1293
Cc1nc(-c2ccccc2)nc(O)c1C,1.286209386,2174
O=C(NCc1nnc2n1-c1ccccc1CC2)c1ccc2ccccc2c1,1.456487497,1538
COc1cccc(-c2ccc(C(=O)N(C)Cc3c(C)nn(C(C)C)c3C)o2)c1,2.421791423,1331
COc1cc(CCNC(=O)c2nc3cccc(C)n3c2F)cc(OC)c1,1.911674192,1666
CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O,0.675686709,2157
O=C(c1ccccc1N1CCOCC1)N(Cc1ccccn1)C1CCCCC1,2.995822033,2186
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,2.008306285,1588
N#Cc1ccc(CNc2cnc3ccccc3c2)o1,2.270690479,2672
CCc1nc(CC)n(Cc2nc(C)cs2)n1,0.675686709,636
Cc1nsc(NCc2cncs2)n1,0.675686709,2019
Cc1cc(-c2cccc3ccnn23)nc(N2CCCC2)n1,2.087430008,2994
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,1.532397627,2964
O=C([C@@H]1CCCN1C(=O)NC(c1ccccc1)c1ccccc1)N1CCCCC1,2.311514403,2642
CCCn1ncc(CN2CCC(c3cc4cccnc4[nH]3)CC2)c1C,1.621280168,1868
CC(C)(C(=O)NCc1ccccn1)c1ccccc1,0.675686709,905
O=C(Nc1ccccn1)c1ccc2c(c1)C(=O)N(C1CCCCC1)C2=O,1.070222633,2003
CC(C)(C)C[C@@H]1COCc2nc(OCc3ccccn3)cc(=O)n21,0.849726444,1053
COc1cccc(C(=O)N(C)CC(F)(F)F)c1OCCCN,0.675686709,2288
Cc1nnc(CN(C)Cc2cnn(C)c2C)s1,0.675686709,2682
O=C1NC2(CCC2)C(=O)N1Cc1ccon1,0.675686709,2963
O=C(NCCc1csc(N2CCCC2)n1)N1CCSCC1,1.792013268,1359
O=C(Nc1ncccc1OC(F)F)C1CCCCC1,1.789355046,2692
CSC1(CNc2cncc(Cl)n2)CCOCC1,1.006893708,2971
Cc1nn(C)c(C)c1CCC(=O)N1CCCc2ncccc21,1.902481549,455
N#Cc1ccnc(Nc2ccc(F)cc2)c1,2.214263518,2320
Cn1cnnc1-c1cccc(NS(=O)(=O)c2cc3c(cc2Cl)OCCO3)c1,1.203576775,2652
CC(=O)Nc1ccc(CNCCOc2ccc(F)cc2F)cc1,1.097500252,1922
c1cc2cc[nH]c2c(CC2CN(C3CCCC3)C2)n1,0.675686709,1008
Cc1nc2c(c(N(C)Cc3ccccc3)n1)CCN(Cc1ccccc1)C2,2.817525045,765
OC1(c2cccnc2F)CCN(Cc2ccc(-c3ccc(F)cc3)o2)CC1,1.275334393,2579
C/C(=C/COc1c2occc2cc2ccc(=O)oc12)CO,1.261286665,1935
CC(C)Cn1cnc2c1c(=O)[nH]c(=O)n2CC(C)C,0.675686709,570
COCC(=O)Nc1ccc(NC(=O)Cc2cc(C)ccc2C)cc1,1.563836919,2440
O=C1NCC2(C/C=C/CCOc3ccccc31)CCN(C(=O)c1ccc3[nH]nnc3c1)CC2,1.6318596,1206
CC(=O)N1CCN(Cc2nc(O)cc(C(F)(F)F)n2)C(C)(C)C1,0.675686709,2026
CCn1nc(CNC(=O)C2CCOCC2)c2ccccc21,0.675686709,2382
Cc1nc(COc2ccc(F)cc2)sc1C(=O)N1CCC(C)CC1,1.955408712,1272
CCOc1ccc2c(c1)cc(CN1CCSCC1)c1nn(C)c(=O)n12,1.944832928,2719
Cc1cnc(-n2cnnc2)c(-c2cccc(Cl)c2Cl)c1,0.838786145,1614
Cc1cc(C)c2c(C(=O)N3CC4(CNC(=O)N4)C3)cc(C)nc2c1,0.675686709,2610
O=C(CN1CCOC(c2ccc(F)cc2)C1)Nc1ccccc1OC(F)F,1.971210885,999
CC(C)NC(=O)C1(Cc2ccccc2-c2ccncc2)CCOCC1,2.429718375,2541
CN1CCN(c2ncncc2-c2nc(-c3ccccc3)no2)CC1,1.449324093,912
CCc1cnccc1C(=O)Nc1cnccn1,0.675686709,1937
Cn1ccnc1C1CCN(C(=O)COCc2nc3cc(F)ccc3[nH]2)CC1,0.675686709,3042
Brc1nnc(N2CCC(OC3CCCC3)CC2)s1,1.888409783,1861
Cc1cc(C(=O)N2CCC(C(=O)c3ccnn3C)CC2)sc1C,1.564677898,2115
O=C(c1cccc2ccccc12)N1CCCC(C(=O)N2CCc3ccccc3C2)C1,2.842470693,863
CN1CCC(NC(=O)COc2ccc(C#N)cc2)CC1,0.675686709,1019
Cc1ccc(-n2ccnc2-c2ccoc2)c2cccnc12,1.741009701,1111
CCC(=O)NCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12,1.122903649,1587
Cc1ccnc(N2CCC(OCC3CCCC3)CC2)n1,2.033697114,1963
Cc1nc2cc(-c3nccn3C)nn2c(NCc2cccnc2)c1C,1.167524092,1327
Cc1cnc(NCC2(CO)CCCC2)nc1N(C)C,1.472258992,2247
CN1C(=O)c2ccc(C(=O)N(CC3CCCCC3)C3CC3)cc2C1=O,2.089809768,2985
N#CC1(NC(=O)Cc2cc3c(ccc4ccccc43)o2)CCOCC1,1.94107891,2839
Cc1cc(C)n2nc(C)c(C(=O)NCC3CC3)c2n1,1.669707291,1913
CCN(CC)C(=O)N1CCCN(C(=O)N(CC)CC)CC1,1.835956773,1361
Cc1cc(C)n2nc(C)c(C(=O)NCCc3nnc(C)s3)c2n1,0.675686709,2617
CCc1nc(CN2CCC(=O)Nc3cc(F)ccc32)n[nH]1,0.675686709,2048
COc1ccnc(N2CC(O)(C3CC3)C2)n1,0.675686709,2659
CCN(CC)Cc1cnc(NC(=O)c2ccccc2)s1,0.675686709,2726
CC(=O)N1CC[C@H]2O[C@H]3c4ccc(O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)cc4OC(C)(C)[C@@H]3C[C@H]2C1,0.675686709,2511
C[C@@H]1CC(=O)Nc2cccc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2N1,0.946157395,2522
COCC1(CNS(=O)(=O)c2ccc3[nH]cnc3c2)CCC1,1.21031852,1952
O=C(C1CCCN(C(=O)N2CCCC2)C1)N1CCc2ccccc2C1,1.940097926,1766
O=C(CN1CCC(c2ccccc2)CC1)N1CCNC1=O,0.675686709,1208
CC(C)(C)c1csc(CCNC(=O)N2CCSCC2)n1,2.105251234,444
O=c1c2ccccc2cnn1Cc1cccc(OCC(F)(F)F)c1,0.675686709,2012
CC(C)CC(=O)NCC(=O)N1CCCC1,0.675686709,408
CCOC(=S)SCC(=O)Nc1nc(-c2ccc(C3CCCCC3)cc2)cs1,2.426057211,1342
N#CC1(CN2CCc3cc(-c4ccccc4)oc3C2)CC1,1.861456745,1341
Cc1ccsc1C(=O)NCc1ccc2c(c1)OCCCO2,1.724922732,1582
O=C(O)c1csc(Cc2ccc(Cl)cc2)n1,0.675686709,1960
O=c1c2cccn2c2ccccc2n1CCCN1CCC(c2ccc(Cl)cc2)CC1,2.262477194,1109
Cn1cc(Br)cc1C(=O)N1CCc2nn[nH]c2C1,0.675686709,2745
CN(CCSc1ccc2nnnn2n1)Cc1ccccc1,1.810575247,1965
O=C(CCC1CCOCC1)Nc1ccc(C(=O)O)cc1,0.675686709,2888
N#Cc1cccnc1Nc1cnn(Cc2ccccc2)c1,1.388225573,1837
Cc1cccc(C)c1OCC(=O)N(C)C1(C#N)CCC1,1.122576275,1258
O=C(c1ccc(-c2ccncc2)cc1)N1CCC(O)(CN2CCCC2)CC1,0.675686709,1870
N#Cc1ccc(-c2cccc(CN)c2)s1,2.550984956,2829
CN(C)CCN(Cc1ccccc1)C(=O)CCC(=O)Nc1ncc(-c2ccccc2)n1C,1.964019075,1412
O=C(Nc1nccs1)C1CCN(C(=O)CN2CCc3ccccc32)CC1,1.52170021,1596
O=C(NC1CCCC1)C(=O)c1ccc2c(c1)CCC2,2.212131649,653
O=C(CSc1ccc(F)cc1)N1CCCC1,0.970579306,1608
O=C(NCc1cc(F)cc(F)c1)c1ccccn1,0.675686709,603
Cc1nc(Cn2ncc3ccccc3c2=O)cs1,0.675686709,486
CN(C)c1ccnc(NCc2ccc(F)cc2)n1,1.73254654,2838
Cc1ccc(CCC(=O)Nc2nccc3sccc23)o1,1.821080984,2458
CN(Cc1n[nH]c2c1CCCC2)c1nccnc1C#N,1.597409949,403
O=C(Cn1nc(Cc2ccccc2)c2ccccc2c1=O)NCCc1c[nH]cn1,1.562946788,2389
Cc1cnc(Cl)nc1-c1ccc(N(Cc2ccc(CNC(=O)C(F)F)cc2)C(=O)c2ccc(O)cc2O)cc1,1.616454508,1250
O=C(Nc1cnccc1-c1ccc(Cl)cc1)c1ccnc(NC(=O)C2CC2)c1,1.47950333,117
COc1ccc2nc(C)c(C(=O)Nc3ccccc3N3CCCC3)cc2c1,2.258905342,821
CCCc1nc2nc(C)c(NS(=O)(=O)c3ccc(C4CCCCC4)cc3)c(O)n2n1,2.227421323,3050
O=C(C1CC1c1ccccc1F)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,1.673767142,1757
CCN1CCC(CNC(=O)c2cc(C)nc3cc(F)ccc23)CC1,0.675686709,187
CC1(C)[C@H]2C[C@H]3Oc4c(ccc(O)c4C(=O)NCCc4ccccn4)[C@H](O)[C@@]3(O)[C@@H]1C2,2.744454933,2898
CCc1nnc(NC(=O)Cc2cccc(F)c2)s1,0.870462432,256
CCCn1ncc2[nH]c(C3CCCCC3)nc21,1.2999429,1384
Cc1csc(Nc2ccc(C#N)cc2)n1,2.303548104,1484
CCOC(=O)CNC(=O)c1ccc(O)cc1O,1.535686454,467
CC(C(=O)N1CCc2sccc2C1)N1CCCN(c2ccccc2C#N)CC1,3.328241341,908
OC1(Cc2nc(-c3ccsc3)no2)CCCCC1,1.312008008,2493
O=C(CCc1ccc2c(c1)OCO2)Nc1cccc2cnccc12,1.621996303,1123
Cc1cccc2cc(C(=O)NCCCn3nnc4ccccc43)n(C)c12,2.512300084,2657
Fc1cccc(Cl)c1CNCCc1c[nH]c2ccccc12,2.474006353,1088
CCN(CCO)Cc1nc2cc(OC)c(OC)cc2c(=O)[nH]1,0.675686709,2663
O=c1c2c(nc3ccccn13)CCN(S(=O)(=O)C1CCCCC1)C2,1.299136694,1018
CCOC(=O)N1CCc2cc(NC(=O)c3oc(C)cc3C)ccc21,1.060017543,2709
O=C(Cc1ccccc1F)N1CCN(c2nccn3nc4c(c23)CCCC4)CC1,2.121999497,747
Cc1ccc(C(=O)O)cc1NS(=O)(=O)c1csc(C(=O)Nc2ccccc2)c1,0.675686709,1066
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,1.10503305,2327
Cc1nn(CCNS(=O)(=O)N2CCOCC2)c(C)c1C,0.818555779,2325
Cc1ccc(CC(=O)Nc2nc(C)no2)cn1,0.675686709,1143
O=C(NCc1ncc(-c2ccccc2)o1)C1CCCCC1,1.621747346,967
Clc1ccc(Cc2nc(-c3ccccc3)n[nH]2)cn1,1.611500263,1383
Cc1nc(NCc2sccc2C)n(C)n1,0.675686709,2453
CCc1cc(=O)[nH]c(SCCN2CCCCC2)n1,0.675686709,1867
O=C(c1cccc(N2CCNC2=O)c1)N1CCc2ccccc2C1,1.108192805,1410
NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,1.612222088,238
Cc1cc(Nc2ccc(F)cn2)cc(C2CCN(C(=O)CCc3cccc(Cl)c3)C2)n1,2.749824402,1899
O=C(NC1(c2ccccc2)CCC1)c1cc(C2CC2)on1,0.911743378,803
O=C(O)c1ccc(CN2CC[C@H](c3nc4cc(Cl)ccc4o3)C2)cc1,0.675686709,1448
c1cnc(NCCc2cccc3cccnc23)nc1,2.021338175,1639
Cc1ccc2c(c1)c(Cn1ccnc1-c1cccc(C)n1)nn2C,2.085358376,1556
N#CC1(C(=O)NCC2(C3CC3)CC2)CCCCC1,1.27567983,2460
O=C(NCc1nc(-c2cnccn2)n[nH]1)C1Cc2ccccc2C1,0.675686709,2071
CS(=O)(=O)NC[C@H]1CC[C@H](Nc2nc3c(s2)CCSc2ccccc2-3)CC1,1.332155571,2380
COc1nccnc1N1CCC(C(=O)Nc2cccc(F)c2)CC1,2.259651208,2539
Cc1ccc(-n2nc(NCc3cnn(C)c3)cc2C)cc1,0.675686709,2120
Cc1cc(C(=O)N(C)C2CCC2)n2nccc2n1,0.675686709,398
Cc1cccc(NC(=O)CN2C(=O)N(C)C3(CCCCC3)C2=O)c1C,2.704014027,1847
Cc1nc(NCCN2C(=O)CCC2=O)c2c(C)csc2n1,0.907411361,2195
CCC(C)(C)N1CCN(C(=O)Nc2cnn(CC(C)C)c2C(F)F)CC1,0.675686709,1892
O=C(C1CC1)N1CCCC(C(=O)N2CCc3ccccc3C2Cc2ccccc2)C1,2.808403425,1764
Cc1cccc(C)c1NCc1noc(C2CC2)n1,2.308321055,2980
CC(C)c1nnc(CN(C(C)C)C2CCOCC2)o1,0.829175074,1956
Cc1nn(Cc2csc(-c3cccs3)n2)c(N)c1C#N,1.28316549,1459
Nc1ccc2c(c1)ncn2CCc1ccccc1,0.675686709,1443
COc1ccc(CCNCc2ccc(-c3ccccc3)o2)cc1OC,1.805113286,196
CC(C)c1cc(N(C)Cc2nc(C3CC3)n[nH]2)n[nH]1,0.675686709,2018
O=c1[nH]c2ccccc2n1C1CCN(Cc2csc(COc3ccc(F)cc3)n2)CC1,2.320241862,2866
CCc1nc(N2CC(CO)C2)c2ccsc2n1,1.030963842,2062
Cc1nn(C)c2ncc(CNc3ccon3)cc12,0.675686709,2604
CN(C)C(=O)c1cncc(N(C)CCN(C)C2CCCC2)n1,0.813180533,2480
COc1ccc(C2(NCc3cccc4ncccc34)CC2)cc1,2.416617211,1037
COC(=O)[C@@H]1Cc2ncn(Cc3ccccc3)c2CN1C(C)=O,0.796851749,1282
COc1ccccc1CNC(=O)c1cnc(C2CCN(C(=O)C(C)(C)C)CC2)nc1C,2.339254623,382
Cc1ccc(F)cc1NC(=O)c1cnc2onc(C(C)C)c2c1,1.467474911,733
CCc1csc(NC(=O)c2ccc3c(c2)nc(C)n3C)n1,1.530212509,1670
COC(=O)N1CCCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1,2.241150355,436
CCC(CC)N1CC[C@H](O)[C@@](O)(COc2cc(C)ccc2Cl)C1,2.569262688,2033
O=C(CCc1ccco1)Nc1ccccc1OC(F)F,2.063836054,1100
Cc1cc(CNc2cc(C(=O)N(C)C)ccn2)sc1Br,1.559308011,1170
Cc1ncc(CN2CCC(Nc3ccc4nnnn4n3)C(C)C2)s1,1.208387604,89
CCc1cnc(CNC(=O)N2CCC(n3cncn3)CC2)s1,0.675686709,1197
COC(=O)c1c(C)[nH]c(C(=O)OCC(=O)N(C)Cc2cccs2)c1C,1.733526273,1364
C[C@]1(O)CN(C(=O)Cn2cnc3ccccc3c2=O)CC[C@@H]1Oc1ccccc1,0.853576544,2500
Cc1cc(C)c(CC(=O)N2CC(CO)C2)c(C)c1,0.698448538,849
CC(C)c1nccn1Cc1nc2ccccc2[nH]1,0.675686709,2152
COc1cccc(Oc2ccc(NC(=O)CN3CCCCC3=O)cn2)c1,0.675686709,2636
Nc1ccc(CC(=O)Nc2ccccc2F)cc1,0.675686709,1148
CC(C)(C)c1cc(C(=O)CSc2nnnn2-c2ccccc2)cc(C(C)(C)C)c1O,1.41703964,3044
CN1CCc2nc(NC(=O)c3cncn3-c3ccccc3)sc2C1,0.707995746,1074
O=C(CCc1cn[nH]c1)NCCCn1cc(Cl)cn1,0.675686709,1980
CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1C(C)(C)C,1.731274412,1563
CC(C(=O)Nc1ccc(C(N)=O)cc1)N1CCCC(c2nc3ccccc3o2)C1,2.262629043,866
COC(=O)CCCNC(=O)CN1CCC(C(=O)c2ccc(C)cc2C)CC1,2.809258634,2023
Cc1cc(C(=O)NCC2CCN(c3ccc4ccccc4n3)CC2)cnc1C,1.764213506,2508
Cc1nsc(Nc2ccccc2)c1C#N,2.477524961,2436
O=C(Nc1ccccc1)Nc1ccc(-c2ccc(C(=O)[C@H]3CCC[C@@H]3C(=O)O)cc2)cc1,1.0548045,2197
Cc1nc(-c2ccccc2)c(C(=O)Nc2ccc(Cl)c(Cl)c2)s1,1.950506026,2564
CN(C)c1ccc2c(c1)OCCN2C(=O)NCc1cccnc1,1.372838388,192
CCN1CCc2nc(NC(=O)Cc3ccc(Cl)cc3)sc2C1,1.064570292,1353
NCC1CCCC1NC(=O)c1cc(N2CCNC2=O)ccc1F,0.675686709,3062
CC(C)c1csc(NC(=O)C2CCN(c3ncccn3)CC2)n1,1.649490631,920
CCCCCCCCc1ccc(CC[C@](N)(CO)COP(=O)(O)O)cc1,0.881384657,3085
CN(CCc1ccccn1)C(=O)Nc1nncs1,0.675686709,922
N#Cc1ccc(CCC(=O)Nc2ccncc2)cc1,0.675686709,1225
COc1cc(Br)c2c(=O)[nH]c(C)nc2c1,1.142702246,2024
Cc1ncsc1CNc1nnc(-c2ccncc2)o1,0.949438801,1967
COCCN(C)c1ccc(CN2CCOC3(CCCC3)C2)cn1,1.585031864,2427
O=C(O)c1ccc(N2CCCC2)c(F)c1,0.675686709,287
O=C1CCCc2c1[nH]c1cc(-n3ccnc3-c3ccncc3)ccc21,1.426576319,1358
Cn1c(=O)n(C2CCCC2)c(=O)c2c(F)cccc21,1.366665721,1070
CCCNC(=O)C1(NCc2cncnc2)CCCCC1,1.635182049,2545
O=C(CN1CCSC1=O)Nc1ccccc1F,0.675686709,723
Cc1cc(C)c(NC(=O)CN(C)c2ccc(C#N)nc2)c(C)c1,1.158573556,2173
CC(=O)Nc1cc(CCC2CCNCC2)ccn1,0.675686709,1057
O=C(NCc1cccc2c1OCCCO2)c1cscn1,0.884625463,2874
Cc1ccc2[nH]c(C3CCN(C)CC3)nc2c1,1.945872163,1436
CN(CCNC(=O)NC1CCOCC1)C1CCCC1,0.675686709,1895
Cn1cc(CN2CCc3nc4ccccc4c(=O)n3CC2)cn1,0.675686709,1997
Cc1ncc(CCN2C(=O)NC3(CCCC3)C2=O)s1,0.675686709,2315
Cc1cccc(NC(=O)C(=O)c2c(C)nn(C)c2C)n1,1.286748297,2848
CCc1cc(CNC(=O)Nc2ccc(N3CCSCC3)cc2)on1,1.554755591,1933
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,2.289894278,2779
Cc1ccc2oc([C@H]3CCN(Cc4ccc(C#N)cc4)C3)nc2c1,1.617535012,1782
Cc1ccc(C(=O)NC[C@H]2Cn3ccnc3CO2)cc1,0.675686709,1367
O=c1cc(-c2cc(F)c(Cl)nc2Cl)[nH]c2c(-c3ccccc3)c(C(F)(F)F)nn12,0.675686709,2424
O=C(Cn1ccnc1)NCc1ccccc1F,0.675686709,1775
O=C1CSc2ccc(C(=O)Nc3cc(C4CC4)n[nH]3)cc2N1,0.915241497,1726
CC(C)(C)C(=O)N1CCC(CN2C(=O)C(=O)N(C3CCCC3)C2=O)CC1,1.345059906,1368
N#Cc1cccc(NCc2ccc(-c3cccnc3)o2)c1,1.961340398,3031
CCc1noc(CN2CCCN(C(C)=O)c3ccccc32)n1,1.707289071,484
CCc1cc(=O)[nH]c(SCCCCC2CCOCC2)n1,1.533606848,2434
Cc1cccc(O[C@H]2CN(Cc3ccc(OCCCO)cc3)C[C@@H]2O)c1,1.851252232,1414
COc1cc(CN2CCCNCC2)cc2c1OCO2,0.713742478,2599
CCn1c(SC)nnc1C1CCN(C)CC1,0.675686709,760
O=C(CN1CCCC(c2nc3ccccc3o2)C1)Nc1ccc(OC(F)(F)F)cc1,2.126232092,865
CCN(Cc1ccccc1)C(=O)c1cccnc1N,0.675686709,883
O=C(O)c1cnn(-c2nc3cc(Cl)c(OC(F)(F)F)cc3[nH]2)c1,0.675686709,2143
CN1CCC(C(=O)N2CCC(c3cc(C(F)(F)F)c4c(n3)CCNC4=O)CC2)CC1,0.675686709,1590
COc1ncccc1NC(=O)c1cccc(C)n1,2.175897231,1825
Cc1ncsc1C(=O)N1CCCCC1c1nc(N)ncc1-c1cccc(C(F)(F)F)c1,2.572128951,75
Cc1ccc(F)c(N(C#N)Cc2nccn2C(F)F)c1,1.299005816,826
Fc1cccc(CN2CCN(c3ncccn3)CC2)c1,2.045369927,881
Cc1ncc2c(n1)CN(CCCc1nc3ccccc3o1)CC2,1.926902963,488
CN1C(=O)N[C@H](Cc2c[nH]c3c(Cl)cccc23)C1=O,0.933639113,2697
CC(C)Oc1cccc(C(C)NC(=O)c2ccnc(-n3cncn3)c2)c1,1.850155922,2467
Cc1ccc(CNC(=O)c2cccs2)cn1,0.675686709,1463
CCn1cc(NC(=O)c2ccccc2C)cn1,0.856184927,989
O=C(CSc1ccc2c(c1)OCCO2)NC1CCCC1,1.923197374,2461
Cc1cc(NCc2ccnc(N3CCCC3)c2)c2ccccc2n1,1.375864714,1300
Cc1noc(NCc2c(C)nn(C)c2C)n1,0.675686709,1898
O=C(CCCc1cc(Cl)sc1Cl)N1CCC(O)CC1,1.718983049,753
CCc1nnc(Oc2cccnc2)c(C#N)c1CC,0.693902741,1044
CCCn1cc(CN2CCC(c3nc(N(C)C)no3)CC2)cn1,1.321494867,2317
O=C1OCCN1CCN1CCC(c2cc3ccccc3[nH]2)CC1,1.045635871,2737
CC(C)c1nnc(-c2ccc(-c3ccccc3)nc2)n1-c1cccc2nonc12,0.917610526,772
Cn1c(=O)n(C)c2cc(CN3CCC(c4ccc(Cc5ccccc5F)cn4)CC3)ccc21,1.928616017,808
Cc1cc(C(=O)NC2CCN(c3ncnc4sc(C)c(C)c34)CC2)on1,1.636888907,1667
COc1ccc(N)cc1N1CCOC1=O,0.675686709,1822
CC(=O)NC[C@H]1C[C@]2(C)[C@@H](CCCC[C@]2(C)O)N1CC1(O)CCCC1,0.675686709,2574
Cc1nc(C(C)C)sc1C(=O)Nc1nc(C(C)(C)C)cs1,1.444481995,345
CCn1c(COC(=O)c2ccc(C)s2)nc2cc(S(=O)(=O)N3CCCCC3)ccc21,2.547455942,1707
CCn1cnnc1CN(C)C1CCN(c2ccccc2F)CC1,0.675686709,2137
CCC(CC)NC(=O)c1ccc(C#N)c(C)n1,0.790144365,1730
O=C(NCc1cccc(O)c1)Nc1nc(-c2ccncc2)cs1,1.989605531,2845
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1.CS(=O)(=O)O,2.111810079,1052
COc1ccc(CNc2c(-c3ccc(OC)c(OC)c3)nc3cnccn23)cc1,2.829621496,955
