SMILES,LOG SOLUBILITY PH 6.8 (ug/mL),uidx
CC(C)CC(=O)N1CCC(Cc2cccc(-c3cncnc3)c2)(C(=O)NC(C)C)CC1,2.135927335,445
O=C1CCCN1CCc1nc(-c2ccc3[nH]c(=O)oc3c2)cs1,1.770778396,187
Cc1cc(C)c(S(=O)(=O)Nc2ccc3c(c2)OCO3)c(C)c1-n1cnnn1,1.2509077,1827
Cc1cc(C(=O)N(C)C2CCC2)n2nccc2n1,1.958563883,321
O=c1[nH]c2cnccc2n1Cc1ccccc1,1.497896743,1304
COc1ccc(OCC(=O)N2CCN(C)CC2)cc1,1.72057272,515
CN(c1ncc(Br)cn1)C1CCS(=O)CC1,1.882638362,523
CC(C)(C)N1CCCN(C(=O)CNc2ccc(C#N)cc2)CC1,1.698709349,1161
COc1ccc(CCn2c(C)c3c(=O)n(-c4nc5ccccc5s4)[nH]c3cc2=O)cc1,1.352761192,1574
O=c1cc(CN2CCCCc3ccccc32)[nH]c2ccnn12,1.154423973,442
Cc1sc(C)c(C(=O)NC2(c3ccc(C(=O)O)cc3)CC2)c1Cc1ccc(C(F)(F)F)cc1,1.710963119,1164
O=C(NCCc1csc(N2CCCC2)n1)N1CCSCC1,1.720985744,1282
CN(Cc1cccc(C#N)c1)Cc1cnn(C)c1,1.507180977,653
O=C(Cc1c(F)cccc1Cl)Nc1cccc2cnccc12,0.320146286,263
Clc1ccc2oc(/C=C/c3csnn3)nc2c1,-0.721246399,2046
Cc1ccc(-c2ccc(-c3nccn3CCCn3cnnc3)o2)cc1,1.566201719,385
CN1CCC(n2ncc3[nH]c(-c4ccc5ccccc5c4)nc32)CC1,1.624282096,527
Cc1cc(NCc2ccnc(N3CCCC3)c2)c2ccccc2n1,1.507451061,1223
COc1ccc(C2(NCc3cnn(-c4ccccc4)c3)CCCC2)cc1,1.759063188,1618
NC(=O)CN1CCC(CCc2ccccc2)CC1,1.616265405,1753
CC(C)c1nnc(NCc2ccn(C)c2)o1,1.252367514,818
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,1.780605306,63
N#Cc1cccc(CN2CCN(CCO)CC2)c1,1.46686762,1568
O=C(CCNc1ncccn1)N1CCc2ccccc2C1,1.545059585,652
CN(Cc1cccc(C#N)c1)Cc1ccccc1C#N,1.467756051,169
O=C(NCCc1ccc2c(c1)OCO2)Nc1ccncc1,1.667452953,1162
COc1cc(F)ccc1-c1ncccc1NC(=O)C(C)C,1.539703239,433
OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,1.136720567,1219
CNC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(Cc2cccc(F)c2)C1,1.759667845,73
CN(NC(=O)c1ccn(-c2ccccc2)n1)c1ccccc1,1.764549719,1677
COc1c(N)ncnc1N1CCCC(C)(C)CC1,1.583878599,1058
Cc1ccc(-c2nnc(SCCn3cccn3)[nH]2)cc1,1.338456494,1723
Cc1cccn(Cc2ccccc2F)c1=O,1.450249108,873
CCCCOc1ccccc1-c1cc(C(=O)NCc2ccccc2C)[nH]n1,-0.585026652,1793
CCCn1ncc2[nH]c(-c3cc(Cn4cncn4)c(C)cc3C)nc21,1.526468512,701
Cc1cccc(Cl)c1-n1c(C)n[nH]c1=O,1.207634367,2090
CN(Cc1ccccn1)c1nc2ccccc2o1,1.577951128,875
O=C(c1cccc2ccccc12)N1CCCC(C(=O)N2CCc3ccccc3C2)C1,1.751279104,786
CCc1oc2c(-n3cnnc3)cccc2c1C,1.354108439,1377
CCN1CCc2nc(NC(=O)Cc3ccc(Cl)cc3)sc2C1,1.668012972,1276
COc1ccc(-c2onc(C)c2-c2cnn(-c3ccccc3)c2)c(O)c1,-0.602059991,2054
COCCNc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N,1.300812794,827
Nc1ccc2c(ccn2CC(=O)N2CCOCC2)c1,1.702861171,1633
O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,1.11058971,1139
OC1CCN(c2ncc(-c3cnccn3)c(-c3cccs3)n2)CC1,1.680063427,703
CCOc1ccccc1NC(=O)C(=O)NCc1ccccc1F,-0.468521083,2070
NCCC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,2.154576117,1943
c1ccc(-n2cc(CNc3ncccn3)cn2)cc1,1.613947477,293
O=C(CSc1ncn[nH]1)N(C1CCCCC1)C1CCCCC1,1.552424846,675
Cc1ccc(NS(C)(=O)=O)c(C(=O)N(C)c2ccc3ccccc3c2)c1,1.735439203,947
Cc1ccsc1C(=O)Nc1nc2ccccc2s1,-0.537602002,1907
CCN1CCC(n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2)CC1,0.644438589,1146
CN(C)c1cccc(Cn2ccnc2-c2ccc(O)cc2)c1,1.433769834,1351
Cc1nnsc1CN(C)c1ccc2cc[nH]c2n1,1.389520466,745
CN(Cc1cccc(C#N)c1)C(=O)CC(C)(C)C,1.476396827,2146
Cn1cc(CN2CCN(c3ccccc3O)CC2)c(-c2ccncc2)n1,1.520876382,1180
O=C(c1ccc(O)nc1)N1CCN(c2ncccn2)CC1,1.63447727,747
NC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(Cl)c2)CC1,1.922984816,339
COc1ccc(CNc2ncc(-c3ccc4c(c3)OCO4)n2C)c(OC)c1,1.628899564,847
O=C1N=C2C=CC=CN2C12Cc1ccccc1C2,1.572871602,930
COc1ccc(F)c(CN2CCC(Cc3noc(C)n3)CC2)c1,1.841422044,361
Cc1ccccc1-n1c(CC2CCN(C(=O)C3CC3)CC2)n[nH]c1=O,1.681060244,626
CNc1ccc(/C=C/C=C/c2nc3ccc(O)cc3s2)cn1,-0.657577319,2007
Fc1cccc(Cl)c1CNCCc1c[nH]c2ccccc12,1.683767261,1011
c1cncc(-c2ccnn2CN2CCOCC2)c1,1.239049093,1947
COc1ccc(-c2nnc(-c3ccccc3)o2)cc1OC,0.63748973,1059
Cc1nc(N2CCN(C)CC2)nc(C)c1NC(=O)C1CCCCC1,1.778440684,713
Cc1sc2ncnc(N3CCC(C(=O)Nc4ccccn4)CC3)c2c1C,0.267171728,2026
CC1(c2nnc(-c3ccc4c(c3)OCCO4)o2)CCOCC1,1.610660163,1521
CCn1c(C)nc2cc(NC(=O)c3ccc(=O)n(CC(=O)N4CCCCC4)c3)ccc21,1.894316063,621
Cc1cc(-c2nccs2)nc(CC2CCNCC2)n1,1.562887381,1430
O=C1CC[C@H](O)[C@@H](c2cccc(Cl)c2)N1Cc1ccccc1,2.07371835,990
Cc1cc(C(=O)Nc2ccc(C)c(C)c2)n(-c2ccccc2)n1,0.59439255,1495
Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1,0.51851394,510
Cc1noc(OCC(=O)N2CCCCCC2)n1,1.701049631,1354
CN(C)Cc1cccc(N/C(=C2\C(=O)Nc3cc(C(=O)N(C)C)ccc32)c2ccccc2)c1,1.817300878,207
O=c1[nH]c2cc3ccccc3c(=O)n2c2sc3c(c12)CCCC3,1.180699201,1960
N#Cc1ccc(OCCn2cccn2)cc1,1.600210306,283
O=C(c1ccccc1-n1cccn1)N1CCN(Cc2cccnc2)CC1,1.735439203,614
CC(=O)NCC1CCN(C(=O)c2ccc(C)nc2)CC1,1.73239376,547
CC(C)(C)NC(=O)NCCn1nc2c(cc1=O)CCCC2,1.676327734,1515
COc1ccc(OC)c(S(=O)(=O)Nc2cccc(CCc3ccccn3)c2)c1,1.599555591,1207
CC(C)N1CC[C@H](c2nnc(-c3cncn3C)o2)C1,1.594282029,1619
O=C(CCCNC(=O)NC1CCCCC1)Nc1cc(C2CC2)n[nH]1,1.641969598,2086
CCOC(=O)c1c(C)[nH]c(CN(Cc2ccccc2)C(=O)c2ccccc2Cl)c1C,0.711807229,269
Clc1ccc(Cc2nc(-c3ccccc3)n[nH]2)cn1,1.302763708,1306
CC(Sc1nc2c(cnn2-c2ccccc2)c(=O)[nH]1)C(N)=O,0.33243846,2038
CC(=O)N1CCC(CCNc2ccc3ccc(F)cc3n2)CC1,1.664547962,1288
Cc1cnc(-c2nc(NCc3ccccn3)ncc2-c2onc(C)c2C)cn1,1.771219902,1108
COC(=O)c1ccc(NC(=O)N(C)Cc2ccccc2CN2CCCC2)cc1,1.610660163,1122
Cc1nnc(NC(=O)c2ccccc2-c2ccc(C(F)(F)F)cc2)s1,0.130333768,1141
COc1ccc(-c2noc([C@@H]3CCCN3Cc3ccccc3)n2)cn1,1.40654018,1117
CSCc1noc(COc2ccc(F)cc2F)n1,1.238046103,2134
O=C(c1noc2c1CCCC2)N1CCN(c2ncccn2)CC1,1.726727209,472
CCCCN(C)C(=O)c1cn(-c2ccc(C)c(C)c2)nn1,0.944975908,1581
COCCS(=O)(=O)N1CCC2(Cc3ccccc3C2)C1,1.732634968,739
COC(=O)[C@@H]1C[C@H](O)CN1CCc1ccccc1F,1.753965866,1543
Cc1nc(C)c2c(C)c(C(=O)N(C)CCN3CCCC3)sc2n1,1.784831178,531
Cc1sc2nc(CN3CCOCC3)nc(N3CCN(c4ccncc4)CC3)c2c1C,1.884058647,914
Cc1cncc(C2CCN(Cc3cnccn3)CC2)n1,1.831229694,1529
CN(C)c1cccc(C2CCN(c3ncccn3)CC2)n1,1.22685757,1583
Cc1nc(NCC(C)(C)c2ccccc2)n(C)n1,1.558708571,1344
COCc1cc(-c2nc(CCc3ccccc3)n[nH]2)ccc1OC,1.396722279,530
O=C(Nc1nc(-c2cccnc2)cs1)C1CCCCC1,-0.677780705,1930
CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1C(C)(C)C,1.482015576,1486
CC(C)N1CCC(O)(c2ccccc2F)CC1,1.617734035,820
FC(F)(F)COc1ccc(CN2CCc3c(cnn3-c3ccccc3)C2)nn1,1.716670976,1001
CN(CC1(O)CCCC1)c1ncccn1,1.51308436,398
O=C(NCCc1nnc2n1CCC2)c1ccc2c(c1)CCC2,1.373831145,1399
CC1CCN(Cc2ccc(NC(=O)c3ccccn3)cc2)CC1,1.610660163,846
CCC(Nc1cnn(C)c1)c1ccc2c(c1)OCCO2,1.57634135,1094
CC(C)(C)NC(=O)c1cnc(-c2ccc(Cl)s2)s1,0.041392685,1491
CN(C(=O)c1cc2ccc(C(C)(C)C)cc2[nH]1)C1(C#N)CCC1,-0.657577319,1814
Cn1cc(C(=O)O)c(C2CCCCC2)n1,1.526726867,1394
CCCCc1c(C)[nH]c2nc(N(Cc3cccs3)C(C)=O)nn2c1=O,1.591064607,940
O=C(NCCc1ccc2c(c1)OCCO2)c1ccc2ccccc2n1,0.985426474,366
COc1cc2nc(N)sc2cc1OC,1.513483957,504
Cn1ccnc1CN(C(=O)c1[nH]c2ccccc2c1Cl)C1CC1,1.794348604,1278
O=C(O)c1cc(/C=C/c2csnn2)nc2ccccc12,1.195899652,962
Cn1ccnc1COc1ccc(CO)cc1,1.758760544,1961
O=C(c1ccc(Cn2nnc(-c3cccc(F)c3)n2)cc1)N1CCCC1,1.033423755,596
Cc1ccnc(NC(=O)CN(C)C(=O)c2ccc(Cl)cc2)c1,1.80140371,292
COc1ccc(-c2ccc(CN(CCN3CCOCC3)Cc3cccnc3)cc2)cc1,1.800442121,959
Cc1cnc(NCc2ccccc2-n2ccnc2)nc1N(C)C,1.717836867,956
Cc1cccc2sc(NC(=O)C(C)(C)C)nc12,1.354684554,895
Cc1cc(C(=O)NCC2(c3ccccc3)CC2)on1,1.603360924,1721
O=C(Nc1cccnc1)c1ccccc1Cc1ccccc1,1.848435455,1440
COc1ccccc1-c1cc(NC(=O)c2cccc(N3CCNC3=O)c2)[nH]n1,0.774516966,23
Cn1c(NC(=O)C2CC2c2ccc(Cl)cc2)nc2ccccc21,-0.522878745,2128
O[C@@H]1CO[C@H]2C[C@@H]1Nc1c(-c3ccccc3)cccc12,1.230448921,719
CCCN1CCCN(c2ncccc2C#N)CC1,1.445136969,1026
CCCCn1nc(-c2ccc(C)o2)nc1CNC,1.467015818,917
CC(C)n1cc(-c2ccc3c(c2)N(C)CC3)c2c(NS(=O)(=O)c3ccn(C)n3)ccnc21,1.288025535,349
CC(=O)Nc1ccc2nc(N3CCOCC3)sc2c1,1.643945913,253
CC(C)c1cc(CN(C)Cc2c[nH]nc2-c2ccc(F)cc2)no1,1.347330015,1442
CN(C)c1cc(CNc2ccc(C#N)cn2)ccn1,1.662568967,964
COc1ccc(-c2cccc(C3CCCN(C(=O)C4CCCC4)C3)n2)cc1,0.389166084,1539
COc1ccc(C)cc1NC(=O)CN1CCc2ccccc2C1,1.191171456,141
Cc1ccc(CN(C)c2ncnc3c2cnn3C)o1,1.612041745,1130
CN(Cc1ccc2c(c1)OCO2)Cc1ccccc1C#N,1.448087667,473
C[C@@H](/C=C\C(F)(F)F)Oc1cc(-c2cc(-c3cc(CN(C)C)cs3)cnc2N)ccc1C(N)=O,1.326335861,1189
Cc1ccc(CNC(=O)CN2CCC(n3nnc4cc(C)ccc43)CC2)cc1,1.47957531,568
CNC(=O)c1cccc(Oc2ncnc3c2CN(C)CC3)c1,1.670987603,1007
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,1.736396502,1497
Cc1cccc2cc(C(N)=S)/c(=N/Nc3ccccc3)oc12,-0.318758763,2020
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CC)c1ccccc1CC2,1.9364132,1075
O=C(Nc1ccccc1-n1ccnc1)c1ccc(F)cc1,1.783689236,829
Cc1ccc(NC(=O)OC(C)(C)C)c2c1N(C(=O)[C@H]1CCCO1)CCC2,1.507720977,723
CCC(CC)NC(=O)c1cc(C)nc2onc(C)c12,1.65829765,536
CCc1ccccc1-c1cn(CCc2cnccn2)nn1,1.441695136,604
Cc1nc2c(c(N(C)Cc3ccccc3)n1)CCN(Cc1ccccc1)C2,1.472756449,688
c1ccc(Cc2ccccc2-c2nnc(-c3cccnc3)o2)cc1,-0.657577319,1805
CC(=O)Nc1cnn(CC2CCN(C)CC2)c1,1.371067862,1174
COc1ccc(CCC(=O)N2CCN(C(=O)c3cc4n(n3)CCCC4)CC2)cc1,1.921009802,1050
O=C(NC1CCCC1)N1CCN(c2nccn3nc4c(c23)CCCC4)CC1,1.232487866,669
CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1,0.431363764,21
Cc1n[nH]c(C)c1CCC(=O)N1CCOCC1,1.40790054,1169
Cc1cnn(CC2CC2)c1NC(=O)/C=C/c1ccccc1,1.514547753,864
O=C(O)c1cccc(N2CCC(Oc3ccc(Cl)cc3)CC2)n1,1.652729696,1208
Cc1cc(C(=O)Nc2cccc(-c3cnco3)c2)c2c(C)nn(C)c2n1,0.941014244,1216
CC(C)CCN1CCn2c1nc1c2c(=O)n(C)c(=O)n1C,1.668385917,1570
CC(C)(C)C(=O)N1CCC(NS(C)(=O)=O)CC1,1.754730469,882
CCc1nnc2c3ccccc3nc(Nc3ccc(OC)cc3)n12,-0.853871964,1887
CCOC(=O)Cc1c(C)[nH]c2c(-c3ccccc3)cnn2c1=O,1.173768823,928
CNC(=O)C1CCN(Cc2ncc(-c3ccc(F)cc3)o2)CC1,1.29666519,140
Cc1cccc2c1Oc1nc(-c3ccccc3)[nH]c(=S)c1C2,-0.48148606,2021
Nc1nc(NCCNc2ncc(-c3ncc[nH]3)c(-c3ccc(Cl)cc3Cl)n2)ccc1[N+](=O)[O-],1.476396827,2104
Nc1ccnn1Cc1ccc(Cl)c(F)c1,1.613524703,1610
Cc1cc(Oc2ncccn2)ccc1NC(=O)c1c(C)oc(C)c1C,1.740046724,509
Clc1ccc(COc2cccc(N3CCNCC3)c2)cc1,1.365487985,1549
Cc1cc(C)nc(CNC(=O)CC2CCNCC2)n1,1.744605875,1646
COCc1noc(-c2ccc(-c3cc(C)cc(C)c3)nc2)n1,-0.677780705,1856
O=C(NC[C@@H]1CCN(c2ccccc2)C1)N1CCc2ccccc2C1,1.075546961,134
Nc1ccc2c(c1)ncn2CCc1ccccc1,1.584218112,1366
Cn1cc(C(=O)N2CCC(c3cc(C(F)(F)F)c4c(n3)CCNC4=O)CC2)ccc1=O,1.724603515,1272
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,1.994141111,1578
O=C(CC1CCN(c2ncc(Cl)cn2)CC1)N1CCOCC1,1.709269961,394
O=C1NCC2(C/C=C/CCOc3ccccc31)CCN(C(=O)c1ccc3[nH]nnc3c1)CC2,1.388101202,1129
Cc1ccccc1N(CC(=O)O)S(C)(=O)=O,1.649918719,2151
O=C(NCCN1CCC(O)(c2cccc(F)c2)CC1)c1cccc(F)c1,1.728353782,1197
CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,1.780317312,36
Cn1ccc(CN2CCC(c3cnccn3)CC2)n1,1.698970004,644
COc1ccccc1-c1csc(-n2ncc(C#N)c2N)n1,-0.886056648,2001
Fc1ccc(-n2nc(C3CCOCC3)nc2-c2cn[nH]c2)c(F)c1,1.412964272,920
Cn1ncc2c(Oc3cccc(C(C)(C)C)c3)ncnc21,0.591064607,870
CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H]1CO,1.812311609,1360
CO[C@H]1COCCN(C(=O)c2cccnc2)C1,1.541579244,815
CCC(C)(C)c1ccc(Oc2ccc(NC(=O)CSc3cccc[n+]3[O-])cc2)cc1,-0.346787486,1927
c1nc(Nc2ccc3c(c2)OCCCO3)c2sccc2n1,1.707229419,1758
Cn1cncc1-c1ncccc1C(=O)N1CCCC1,1.733839001,1258
C=CC(=O)Nc1cccc(Sc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,-0.397940009,2094
Cc1ccc(F)c(N(C#N)Cc2nccn2C(F)F)c1,1.654080235,749
Cc1ccc(-c2ccc3c(ccc4sc5c(c43)NC[C@@H](C)NC5=O)n2)cn1,-0.698970004,1786
Cc1nc(N)c2c(C(F)(F)F)cc(C3CCN(C(=O)Cc4ccc(F)cc4)CC3)nc2n1,1.775537635,1042
O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1C1CCCC1,-0.387216143,1812
O=C(NCc1nncn1-c1ccccc1)C1CCCC1,1.636086515,865
CC(C)NC(=O)c1cc(-c2ccccc2)n(-c2ccccn2)n1,1.73295637,659
Cc1cc(C)c(S(=O)(=O)Nc2ccc(N(C)C)cc2)c(C)c1-n1cnnn1,0.436162647,1048
CCN(c1ccccc1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,0.146128036,2004
Cc1ccccc1Cn1c(=O)c2c(nc3n(-c4ccccc4O)c(C)cn23)n(C)c1=O,-0.040958608,1873
Nc1nc2ccccc2nc1N1CCCC1,1.474944335,175
Cc1ccc(C2(O)CCN(Cc3cn(C)c4ccc(F)cc34)CC2)cc1,1.696181587,1456
O=C(Nc1cc(C2CC2)n[nH]1)C1CCN(C(=O)COc2ccccc2)CC1,1.628082261,2034
CC(=O)N1CCC(c2ccc(C(=O)O)cn2)CC1,1.704150517,1729
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2c1=O,1.716587578,1680
O=C(C1CCC1)N1CCC(c2ncc(-c3ccc(F)c(F)c3)[nH]2)CC1,1.756331767,462
CCc1nc(C)c(Cn2ccnc2-c2cnc(N3CCCC3)nc2)s1,1.544688022,1185
CCN(C(=O)CO)[C@H]1CN(/C(=N\C#N)Nc2cccc(OC(F)F)c2)N=C1c1ccc(Cl)c(Cl)c1,0.367355921,1733
CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,1.97482245,1675
CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1,0.290034611,1200
O=C(Cn1nc2n(c1=O)-c1ccccc1C1=NCCN12)N1CCCc2ccccc21,0.212187604,429
CC1(C)CN(C(=O)c2cscn2)CCS1(=O)=O,1.601081728,2006
CC(c1nnc(-c2cccs2)o1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,1.755112266,1362
Cc1nc(N2CCc3c(ncn3C)C2)c2c(C)c(C)sc2n1,1.676967814,897
CN(C)S(=O)(=O)N(C1CCCC1)C1CC1,1.513350799,2014
Cc1ccc2c(c1)cc(CNCCc1ccccc1)c1nnnn12,1.396722279,1187
O=C1CN(C(=O)c2ccc(F)cc2)CCN1,1.672190251,1054
O=c1[nH]c2ccccc2n1C1CCN(S(=O)(=O)Cc2ccccc2)CC1,0.423245874,1623
Cc1ccc(NC(=O)Cc2c[nH]c3ccccc23)cc1,0.748188027,586
COc1ccccc1NC(=O)CSc1nc(C(C)(C)C)nc2ccccc12,-0.568636236,1889
Fc1ccc(F)c2c(NCc3ccc(N4CCOCC4)nc3)ccnc12,1.645225712,1028
O=C(Cc1csc(-c2ccc(F)c(F)c2)n1)NCC(F)(F)F,-0.443697499,2068
COCc1cccc(NC(=O)c2cn(C)c3ccccc23)c1,0.56937391,1940
N#CCCCN1CCN(c2cc(C#N)ccn2)CC1,1.615318657,491
CCOCC(=O)N1CCC2(CCc3ccccc3O2)CC1,1.533263517,854
O=C(c1ccc2oc(CCCc3ccccc3)nc2c1)N1CCC(Oc2cccnc2)CC1,1.385248682,1426
CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,0.785329835,767
Cc1ccc(C(N)=O)c(OCc2c(Cl)ccc3cccnc23)c1,-0.214670165,1836
Cc1cnc(-n2cnnc2)c(-c2cccc(Cl)c2Cl)c1,1.269512944,1537
Cn1c(C(=O)N2CCN(CCc3ccccc3)C(=O)C2)cc(=O)n(C)c1=O,1.775901579,1454
Fc1ccccc1-c1noc(-c2ccc(NCCc3cnccn3)nc2)n1,0.741151599,1324
CCCC(=O)N1CCC(c2cccc(C)n2)CC1,1.604226053,1410
Cc1nnc(CN(C)CC(C)Oc2ccc(Cl)c(Cl)c2)n1C,1.51851394,31
c1ccc(C(c2ccccc2)c2noc(Cn3cnc(C4CC4)n3)n2)cc1,1.419790586,1209
O=C(CN1CCc2ccccc21)N1CCC(c2nc3ccccc3[nH]2)CC1,1.720159303,822
Cc1cnc(NC(=O)Cc2coc3cc(C)c(C)cc23)s1,-0.494850022,2162
COc1cccc(-c2cccc(N)n2)c1F,1.260071388,1385
CSc1cccc(-c2ccccc2-c2nnc(C)o2)c1,1.618466492,465
Cn1ncnc1COc1nn2c(-c3c(F)cccc3F)nnc2cc1C1CCC1,1.617419747,1260
CN1CCN(CCOc2ccccc2N)CC1,1.580810973,606
O=C(CCCc1nc2ccccc2[nH]1)N1CCCC1,1.553761698,1133
O=C(Nc1ccccc1)c1sc(N2CCOCC2)nc1-c1ccccc1,-0.585026652,1842
Nc1ncc(-c2cc(C3C4CN(C5COC5)CC43)n(CC3CC3)n2)cc1C(F)(F)F,0.484299839,84
C/C=C/CC(=O)N1CCC(c2cc(Cc3ccccc3)n[nH]2)CC1,1.38219721,1080
CN(Cc1c(F)cccc1Cl)C(=O)C1(C#N)CCCC1,1.547159121,1617
Cn1cc(C(=O)NCCc2c[nH]c3ccccc23)c(-c2cccnc2)n1,1.750122527,1024
c1ccc(CN2CCn3nccc3C2)cc1,1.184691431,1437
COC(=O)c1ccc(NS(=O)(=O)c2ccc3c(c2)n(C)c(=O)n3C)cc1,1.193124598,1903
Cc1cnn(Cc2nc(Cn3cccn3)no2)c1,1.556181847,1101
O=C1CC2(CCN(C(=O)NCc3ccccc3)CC2)Oc2ccccc21,0.615950052,668
COc1cccc(CN2CCC(Cc3ccc(-c4cccnc4)cc3)(C(N)=O)CC2)c1,1.848804701,861
Cc1cnn(Cc2cc(F)ccc2F)c1N,1.615318657,1698
Cc1csc(CCNc2ncccc2C#N)n1,1.505963518,1563
CS(=O)(=O)CCNC(=O)N1CC2(CCCC2)c2ccccc21,1.675503385,572
Cc1ccc(-c2nc(CN3CCOCC3)n(Cc3ccc(F)cc3)n2)o1,1.461348434,756
COc1cccc(CC(=O)Nc2ccc3nc(C)sc3c2)c1,1.718833718,771
Cc1noc(-c2ccc(NC(=O)Cc3ccccc3)cc2)n1,0.899820502,1455
Cc1ccc(C(=O)N(C)C)cc1NS(C)(=O)=O,1.701395269,924
C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,1.548389418,22
O=C(NCc1ccc(O)cc1)Nc1ccncc1F,1.577836341,1751
Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,1.267171728,1218
COc1ccc(CN2CCc3nc(-c4cccnc4)nc(O)c3C2)c(C)c1C,0.926342447,1151
c1ccc(C2(c3ccccc3)CCCN(Cc3nnc(C4CC4)o3)C2)cc1,1.550961752,1229
CCCC(=O)Nc1ccc(C)c2ncccc12,1.700703717,1298
O=C(CN1CCC(c2ccccc2)CC1)N1CCNC1=O,1.690727544,1131
C#CCN1CCC(c2nc(Cc3noc(C)n3)no2)CC1,1.695043659,217
Cc1nn(CCC#N)c(C)c1Oc1ccccc1O,1.564547712,776
CS(=O)(=O)N1CCc2c(cccc2NC(=O)c2ccc(F)cc2)C1,-0.431798276,1904
Cc1cccc(NCC2CCN(C(=O)c3ccccc3)CC2)n1,1.454692449,1414
CCOC(=O)c1cccnc1-c1ccc2[nH]ccc2c1,1.565847819,1378
Cc1nccn1CCCN1C(=O)SC(C)(C)C1=O,1.465828815,866
c1ccc(-c2ccc(Cn3ccnc3-c3cc4n(n3)CCCNC4)cc2)cc1,0.661812686,1667
Cc1ccc2c(c1)c1nc3ccccc3nc1n2CC(N)=O,-0.795880017,1898
O=C1Oc2nc3cc4c(cc3cc2CN1CCN1CCOCC1)OCCO4,1.905903766,935
Cc1sc2nc(CN3CCCC3)nc(N)c2c1C,1.649821463,774
CC(C)C[C@@H](C(N)=O)n1ccnc1-c1cccc2ccccc12,1.513883186,422
Cc1nc(C(C)C)sc1C(=O)Nc1nc(C(C)(C)C)cs1,1.071513805,268
CS(=O)(=O)Cc1cc(-c2ccccc2)on1,1.496098992,1938
CCS(=O)(=O)N1CCC(C(=O)N(C)C2CCCCCCC2)CC1,1.710540448,793
CCN1CCC(Nc2ncnc3c2cnn3C)CC1,1.511482289,363
Cc1ccc(-c2nc(C(=O)N3CCc4ccccc4C3)cs2)o1,1.555698895,310
CC(C)(C)Nc1cc(NCC2CCOCC2)c2ncc(-c3ccc(C(=O)NC4CC4)cc3)n2n1,-0.397940009,1896
CCONC(=O)c1sc(C)nc1C,1.462397998,1368
CC(C)c1ccccc1OC(=O)NCCc1ccc2ccccc2c1,-0.148741651,1876
CC(C)c1noc2nc(C3CC3)cc(C(=O)N3CCN(C)C(=O)C3)c12,1.557988148,630
CCCN(CC)c1ccc(C(=O)N2CCCN(C(C)=O)CC2)cc1,1.684845362,1103
COc1cc2c(cc1OC)CN(C(=O)C1CCCN(C(=O)Nc3ccccc3)C1)CC2,1.8162413,783
CN(CCc1ccccn1)C(=O)Nc1nncs1,1.658869592,845
Cc1nccc(-c2cn(Cc3ccccc3)c3cnccc23)n1,1.527333397,27
Cc1cc(C)n2ncc(C(=O)Nc3cccc(C(=O)O)c3)c2n1,1.245512668,270
CNC(=O)c1ccc(CN(C)c2c(F)cc(C#N)cc2F)cc1,1.197004728,353
