SMILES,LOG SOLUBILITY PH 6.8 (ug/mL),uidx
CCc1ccccc1NC(=O)Cn1nc(C)cc1C,1.645618738,347
CNC(=O)c1ccc(CN(C)c2c(F)cc(C#N)cc2F)cc1,1.197004728,353
Cc1ccc(C2=NC3(CCN(Cc4ccc(F)cc4)CC3)NC2=O)cc1,1.104487111,1069
O=C(Nc1ccccc1)N1CCCc2cnc(N3CCOCC3)nc21,0.767897616,1541
Cc1nn(C)cc1CNc1nc(-c2cnccn2)nc2sc3c(c12)CCCC3,1.704322141,279
Cc1ccc(-n2cc(C(=O)NCCN(C)C)nn2)cc1C,1.453624074,1073
COC(=O)[C@@H]1Cc2ncn(Cc3ccccc3)c2CN1C(C)=O,1.507855872,1205
Cc1nc(Cl)cc(Nc2ccc3c(c2)N(C)C(=O)CO3)n1,1.477555332,503
CCn1c(=O)n(CC)c2cc(N)ccc21,1.574031268,176
CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,-0.522878745,2039
CCn1cc(C2CCN(Cc3ccc(C#N)cc3)CC2)cn1,1.632963168,247
Brc1ccc(-c2nnc(Cn3cnc4ccccc43)o2)o1,1.797475288,356
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1.632693441,1136
CNCCN1CCC(OCc2ccccc2)CC1,1.740678425,1587
N#CC1(NC(=O)C2CCCCCC2)CC1,1.523095838,1714
Cc1nc2c(c(N(C)Cc3ccccc3)n1)CCN(Cc1ccccc1)C2,1.472756449,688
O=C1NCCN(C(=O)c2ccc3nccn3c2)C1c1ccccc1C(F)(F)F,1.84260924,42
CCn1ncc(CN2CCC(c3nc(N(C)C)ncc3-c3ccc(OC)cc3)CC2)c1C,1.720737977,1535
CN1C(=O)N(CC(=O)Nc2ccccc2-c2ccccc2)C(=O)C1(C)C,1.271609301,502
O=C(NCc1ccc(CO)c(F)c1)Nc1ccccc1,1.546542663,116
O=C(NCc1ccccn1)c1ccc(F)cc1Cl,1.593286067,1070
COc1ccc(N2N=C(C)/C(=C(\C)Nc3ccc(S(N)(=O)=O)cc3)C2=O)cc1,1.319314304,277
N#CC1(NC(=O)CN2CCOCC2)CCCCCC1,1.653791187,1132
CN1[C@H]2CC[C@@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,1.716837723,46
Oc1ccccc1NCc1ccccn1,1.644241586,1642
COc1ccc(-c2ccc(CN(CCN3CCOCC3)Cc3cccnc3)cc2)cc1,1.800442121,959
CSCC(=O)N1CCc2[nH]nc(-c3cccc(F)c3)c2C1,1.695043659,1686
COc1ccc(NC(=O)c2snnc2C)c(OC)c1,0.564666064,748
CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,1.103119254,1759
CCc1nc(CC)n(Cc2nc(C)cs2)n1,1.554731377,559
O=C(NCCc1c[nH]c2cccc(C3(O)CCOCC3)c12)c1cccs1,1.8162413,2085
Cc1ccc(F)c(N(C#N)Cc2nccn2C(F)F)c1,1.654080235,749
Cc1ccsc1CN(C)C(=O)[C@@H]1CCCN1C(=O)NC(C)C,1.624488363,658
CNC(=O)CN1CCCN(C(=O)c2c(C)nn(-c3ccccc3)c2Cl)CC1,1.698100546,1313
COC(=O)c1cc(F)c(C)c(NC(=O)CCCc2ccccn2)c1,1.633468456,1198
C#CCNC(=O)CN1C(=O)c2ccccc2C1=O,1.589837943,2050
Cc1cc(NC(=O)CCc2c(C)nn(C)c2C)no1,1.704750904,700
c1cc(CC2CCNCC2)c2cccnc2c1,1.717920026,1604
Cc1cc(C)c(S(=O)(=O)Nc2ccc(N(C)C)cc2)c(C)c1-n1cnnn1,0.436162647,1048
CC(C)[C@H](NC(=O)c1c(F)cccc1F)C(=O)N1CCOCC1,1.705007959,561
O=C(Cc1csc(-c2ccc(F)c(F)c2)n1)NCC(F)(F)F,-0.443697499,2068
CCCCOc1ccccc1-c1cc(C(=O)NCCc2cccs2)[nH]n1,-0.431798276,1920
Cc1cccn(Cc2cccc(F)c2)c1=O,1.377488383,192
Cc1cc(C(=O)Nc2c(C)nn(C(C)C)c2C)c2ccc(F)cc2n1,1.703205371,529
CN1CCN(c2ncncc2-c2nc(-c3ccccc3)no2)CC1,1.751048035,835
Cc1nnc(-c2ccccc2NCc2ccsc2)o1,-0.031517051,1878
Cc1nccn1-c1cncc(N2CCN(CC3CCCC3)C(=O)C2)n1,1.696356389,1052
Cc1ccccc1-n1cc[nH]c(=O)c1=O,1.766635886,1283
O=C(CCc1cccs1)Nc1ccc(N2CCOCC2)cn1,1.507720977,611
N#CCCn1nc(C(F)(F)F)cc1O,1.36398783,2143
CN(Cc1cscn1)c1nc2c(cc1C#N)CCC2,1.526339277,1091
O=C(c1ccccc1-n1cccn1)N1CCN(Cc2cccnc2)CC1,1.735439203,614
N#Cc1cccc(CN2CCC=C(CNC(=O)c3cccs3)C2)c1,1.718086295,215
CC(C)c1noc2nc(C3CC3)cc(C(=O)N3CC[C@H](N)C3)c12,1.532244644,722
CO[C@H]1COCCN(C(=O)c2cccnc2)C1,1.541579244,815
CCN(CC)Cc1cccc(/C=C/c2nc3ccc(F)cc3c(=O)n2-c2ccccc2Cl)n1,1.829368108,227
CC1(C)O[C@@](C)([C@H]2CC3(CCNCC3)CO2)CC[C@@H]1O,1.62910365,474
O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,-0.397940009,1994
CCc1nc(CN2C(=O)COc3ccc(F)cc32)cs1,1.320354033,916
COc1cccc(-c2nnn(Cc3cc(F)cc4cccnc34)n2)c1,-0.853871964,1926
COc1ccc(C2(NCc3cccc4ncccc34)CC2)cc1,1.744449457,960
O=C(NC1CCCC1)C(=O)c1ccc2c(c1)CCC2,1.495127881,576
O=C(Nc1ccc(F)cc1)[C@H](O)c1ccccc1,1.632457292,2015
NC(=O)c1ccc(Oc2ccc(C(=O)N3CCCCCC3)cc2)cc1,1.776773802,1484
Cc1ccc2c(C(=O)N(C)C)cc(-c3cnc(C(C)C)nc3)nc2c1C,0.385606274,468
CCOC(=O)c1cccnc1-c1ccc2[nH]ccc2c1,1.565847819,1378
COc1cc2cc(N)c(C3CCN(C(=O)C(C)(C)C)CC3)nc2cc1OC,1.72427587,886
O=C1c2cccc3cccc(c23)C(=O)N1CCN1CCOCC1,1.567144045,1450
CC(=O)N1CCC(Nc2ncnc3cc(-c4ccc(Br)cc4)sc23)CC1,1.008174184,341
COC(=O)c1c(C)[nH]c(C(=O)OCC(=O)N(C)Cc2cccs2)c1C,1.608526034,1287
CN(CC#N)C(=O)c1cccc(CN2CCCC2)c1,1.543074235,137
NCCC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,2.154576117,1943
COCC1CCN(c2noc(-c3cccs3)n2)CC1,1.109578547,189
CNC(=O)c1sc2ncccc2c1[C@H]1CC[C@H](CNC(=O)COc2ccccc2)CC1,1.959851955,461
CC(C)CN(c1ncnc2c1cnn2C)C1CC1,1.470851325,383
Cc1ncc(C(=O)Nc2ncnc3oc(C)c(C)c23)s1,1.726156466,1478
Cc1cc(C)c2c(c1)CCCN2C(=O)c1ccc(-c2nnc(C)o2)cc1,1.717670503,1118
c1ccc2[nH]c(SCc3cn4ccccc4n3)nc2c1,1.651762447,1588
Cc1c(Nc2ccc3nccnc3n2)cnn1C,1.501333179,2083
CCc1nnc(NC(=O)Cc2cccc(F)c2)s1,1.086359831,179
CC(C)c1nc(CCn2ccnc2-c2ccoc2)cs1,1.46612587,1232
CN(C)c1nc(-c2cccc(-c3ccccc3)c2)n[nH]1,-0.091514981,2031
COC(=O)Nc1ccc(Oc2nc3ccccc3o2)cc1,1.346352974,1211
CC(=O)N1CCc2ccc(N(C(=O)/C=C/c3cccc(C#N)c3)C3CCN(CCC4CCCC4)CC3)cc21,0.267171728,1014
COc1cc(CNCCN2CCOCC2)cc(Cl)c1OCc1ccccc1,1.728434951,1030
COc1ccc(CCC(=O)N2CCN(C(=O)c3cc4n(n3)CCCC4)CC2)cc1,1.921009802,1050
Cn1cc(C(=O)NCCc2c[nH]c3ccccc23)c(-c2cccnc2)n1,1.750122527,1024
O=C(Nc1nc2ccccc2[nH]1)c1ccccc1,0.217483944,2130
O=C(NCCCn1ccnc1)N1CCC12CCC2,1.614053106,295
COc1cc(C=C2C(=O)NN(c3ccccc3)C2=O)ccc1OCC(N)=O,1.472171147,1548
O=C(NCc1ccc(F)cc1)c1ccccn1,1.541828767,605
CCNc1ccnc(N(C)Cc2nc3ccccc3n2C)n1,1.567849451,1506
COc1ccc(F)c(CN2CCC(Cc3noc(C)n3)CC2)c1,1.841422044,361
Cc1cc(C(=O)N2CCOC(C)(C)C2)cc(C)c1OCc1cccnc1,1.688864568,798
Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1,1.633569443,1493
CCOc1ccc(Nc2ncccc2C#N)cc1,0.965201701,1550
Cc1ccc(-c2ccnc(N3C[C@@H](C)NC[C@@H]3C)n2)c(C)n1,1.413634997,1277
CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,1.759667845,360
CCC(=O)Nc1cccc(C(=O)N2CCN(C)Cc3ccccc32)c1,-0.698970004,1908
O=C(Nc1cccnc1)c1ccccc1Cc1ccccc1,1.848435455,1440
CCc1ncc2c(n1)CN(c1ccnc(-c3ccccc3)n1)CC2,1.542576476,693
CC(=O)N1CCC(C(=O)Nc2nccs2)(c2ccccc2)CC1,1.794278866,901
CC(=O)Nc1ccc2nc(N3CCOCC3)sc2c1,1.643945913,253
Cc1nn(C)c(C)c1CCC(=O)N1CCN(C)Cc2ccccc21,1.72427587,1340
O=C(NCCNc1ncccc1C(F)(F)F)c1cnc2ccccn2c1=O,1.823474229,720
CCN1C(=O)CC[C@H](C(=O)N2CCc3cc(F)cc(C)c3C2)[C@H]1c1ccncc1,1.846646329,1000
Cc1cc(C)cc(C(=O)Nc2c(C#N)cnn2C)c1,1.582517884,1445
CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(OCC3CC3)nc2O1,-0.15490196,1779
Cc1nnc(N2CCCSCC2)c(C#N)c1C,1.373463722,1334
CC(C)(C(=O)NCc1ccccn1)c1ccccc1,1.889805752,828
Cc1ccc2nc3c(c(C(=O)NCc4nnc5n4CCC5)c2c1)CCCC3,1.756636108,229
Cc1ccc(Cn2nc(C(=O)N[C@@H]3C(C)(C)[C@@H]4CC[C@@]3(C)C4)cc2-c2ccc(Cl)c(C)c2)cc1,0.11058971,333
CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1,0.290034611,1200
CCc1ccc(S(=O)(=O)NCc2ccnc(N3CCCC3)n2)cc1,1.830396176,857
NCC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,2.018076064,1944
O=c1cc(CN2CCCCc3ccccc32)[nH]c2ccnn12,1.154423973,442
NC(=O)COc1ccccc1-c1ccccc1,1.59117595,190
C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,1.50758604,852
CC1CCN(Cc2ccc(NC(=O)c3ccccn3)cc2)CC1,1.610660163,846
Cc1sc2nc(CN3CCCC3)nc(N)c2c1C,1.649821463,774
Cc1cccc(COc2cccc(/C=C3\C(=O)NN(c4ccccc4)C3=O)c2)c1,0.712649702,1683
O=C(NCc1ccc(F)cc1)C1CCN(C(=O)/C=C/c2ccc(F)cc2)CC1,0.481442629,1391
CC(C)(C)c1ccc(-c2nc3n(c(=O)c2C#N)CCS3)cc1,0.397940009,17
CCOC(=O)C1(Cc2cc(-c3cccc(F)c3)no2)CCN(Cc2ccccc2O)CC1,-0.167491087,2124
Cc1ccccc1OC1CCN(C(=O)Nc2ccc3c(c2)ncn3C)CC1,1.427161403,580
CCOC(=O)Cc1c(C)[nH]c2c(-c3ccccc3)cnn2c1=O,1.173768823,928
CCc1ccc(-c2nccn2CC(=O)Nc2ccc(C)cc2F)nc1,1.451325808,802
CCN(C(=O)CN1CCNC(=O)C1)c1ccc(F)cc1,1.541828767,220
O=C(c1ccc2c(c1)OCO2)N1CCC(c2n[nH]c(C3CC3)n2)CC1,1.432006687,168
Cc1nc(O)c2c(n1)CN(Cc1ccccc1)CC2,1.630326155,1393
Fc1ccc(NCc2cccc(OCCN3CCOCC3)c2)nc1,1.598024072,859
COc1cccc(OCCCN)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1,1.592620821,1502
Cc1cc(CN(C)Cc2cscn2)no1,1.457124626,101
COc1ccc(NC(=O)CN2CCC(c3cc(-c4cnc(N)nc4)cc(C)n3)CC2)cc1,1.628286731,1039
Cc1nccc(-c2ccc(-c3noc(CN4CCOCC4)n3)cc2)n1,1.785685668,296
COCCNc1ncnc2ccsc12,1.610127613,1098
Cc1ncccc1CNc1nnc(C(C)(C)C)s1,1.612041745,410
CC1(C)COCCN1Cc1cnn(-c2ccccc2)n1,1.168497484,910
N#Cc1cccc(-c2ccc(=O)n3c2[C@@H]2C[C@@H](CN(Cc4ccc(F)cc4)C2)C3)c1,1.511080846,1453
NC(=O)Cn1c2ccccc2c2nc3ccccc3nc21,-0.823908741,2009
CC(C)(C)C[C@@H]1COCc2nc(OCc3ccccn3)cc(=O)n21,1.7930916,976
CN(CC(=O)Nc1cc(F)cc(F)c1)c1ccnc(C(N)=O)c1,1.661812686,704
COCC(=O)Nc1nc(C)c(C)s1,1.408579125,585
CS(=O)(=O)CCNc1ccc2ccc(F)cc2n1,1.728191399,368
CSc1ccc(NC(=O)Cn2nc(C3CC3)ccc2=O)cc1,0.67669361,450
CC(C)c1nnc(CN2CCN(c3nccs3)CC2)o1,1.716587578,545
Cn1ccc2c(NC(=O)N3CCCN(C(=O)Oc4ccccc4)CC3)cccc21,1.856608068,1771
Cc1cc(N(C)C)nc(N(C)Cc2csc(C)n2)n1,1.675319983,1086
CN(Cc1ccc(Br)o1)C(=O)CN1CCCC1=O,1.845284126,952
CN(c1ncc(Br)cn1)C1CCS(=O)CC1,1.882638362,523
O=C(Nc1cccnc1)c1ccnc(NC(=O)C2CC2)c1,1.610127613,15
O=C(CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1)Nc1ccccc1Cl,1.041392685,1078
Cc1cc(N(C)Cc2ccc(N)nc2)nc(-c2ccncc2)n1,1.461498527,741
CCC(=O)N(C)c1ccccc1C(=O)O,1.561339941,1119
O=C1NCC2(C/C=C/CCOc3ccccc31)CCN(C(=O)c1ccc3[nH]nnc3c1)CC2,1.388101202,1129
Cc1cnc(-n2cnnc2)c(-c2cccc(Cl)c2Cl)c1,1.269512944,1537
Cc1cccc(NC(=O)c2ccc3ccccc3c2)n1,0.068185862,759
CN(C(=O)CNC(=O)c1ccccc1OCC(=O)Nc1ccc(Br)cc1)c1ccccc1,-0.455931956,1860
CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,1.649626887,813
Cc1nc(N2CCn3ccnc3C2)c2cnn(C)c2n1,1.517063873,100
Cc1cc(C)cc(NC(=O)COC(=O)c2nn(C)c(=O)c3ccccc23)c1,-0.013228266,2010
NC(=O)c1sc2cc(F)ccc2c1Cl,-0.301029996,2102
Cc1cccc(NC(=O)c2noc3c2CCCC3)n1,1.232233521,1582
CN(CC(=O)Nc1cccc(F)c1)C(=O)c1cccc(C#N)c1,1.749968084,340
CCC(=O)NCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12,1.271376872,1510
O=C(O)c1cc(Cl)cc2cccnc12,1.429429264,1612
Cc1nc(-c2cccnc2)sc1C(=O)Nc1ccccc1-c1cn2c(CN3CCOCC3)csc2n1,-0.187086643,1824
c1ccc(-c2ccc(CN3CCCCCCC3)cc2)cc1,0.977723605,92
CCn1nccc1-c1cc(CC2CCNCC2)ncn1,1.571359393,1301
CCCNC(=O)c1c(C)nn(-c2ccccc2)c1C,1.487703863,1193
CC(C(=O)Nc1ccccc1)N1CCCC(c2nc3ccccc3o2)C1,1.42894429,1544
Cc1cc(C)n(CCNC(=O)NC2CCOCC2)n1,1.67678503,251
O=C(Cc1ccc2ccccc2c1)NCCc1nc2ccccc2[nH]1,1.464638559,1038
Cc1ccccc1N1C(=O)c2ccc(C(=O)NC(C)(C)C)cc2C1=O,1.69818757,2147
COCC(=O)Nc1cccc(-n2cccc2)c1,1.706632451,1106
CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12,1.247359422,28
Cn1cc(-c2nnc(NCc3ccc4ccccc4c3)o2)cn1,1.050379756,495
Fc1ccc2oc(Cn3nnc(-c4ccsc4)n3)nc2c1,1.480581787,1985
Fc1cccc(CN2CCN(c3ncccn3)CC2)c1,1.579783597,804
Cn1cnnc1CNc1ccccc1C#N,1.526726867,746
CC(=O)N1CCCN(Cc2c(C)nn(C)c2Cl)CC1,1.613841822,1292
CCn1c(SC)nnc1C1CCN(C)CC1,1.615107987,683
CS(=O)(=O)N1CCc2c(cccc2NC(=O)c2ccc(F)cc2)C1,-0.431798276,1904
Cc1ccc(-c2nnc(SCCn3cccn3)[nH]2)cc1,1.338456494,1723
Cc1ccccc1C(=O)N1CCC[C@@H]1Cn1nnn(-c2cccs2)c1=O,1.690639012,1177
COc1cccc(/C=C2/N=C(c3ccccc3C)NC2=O)c1OC,-0.455931956,2088
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,0.95616843,617
N#Cc1cccc(CN2CCOC[C@H](O)C2)c1,1.324488233,1752
O=C(NC1CCN(c2ccc(OC(F)(F)F)cc2)CC1)N1CCC1,1.755798657,944
COc1ccc2c(c1)CN(c1nc(C)cc(C)n1)CC2,1.004751156,1776
O=C(NCC1CCC1)c1ccc(-n2ccnc2)nn1,1.533263517,742
COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4cncnc4)cc(C)n3)CC1)CO2,1.358886204,512
O=C(NCCc1ccccc1)c1cnccn1,1.771293443,950
O=C(O)c1c(O)c(Cc2ccc(Cl)cc2)nc2c3c(ccc12)CCCC3,-0.102372909,1989
c1ccc2c(c1)nnn2Cc1ccc2c(c1)OCO2,-0.017728767,1840
CCCOc1ccccc1C(=O)N1CC(Oc2cccc(OC)c2)C1,1.626340367,117
Cc1noc(CCNc2ncnc3ccccc23)n1,1.581608366,1408
Cc1sc2ncnc(N3CCC(C(=O)Nc4ccccn4)CC3)c2c1C,0.267171728,2026
O=C(C1CCCN(c2ccc(Cl)nn2)C1)N1CCc2ccccc2C1,1.696793085,1692
CCCc1cc(-c2nn3c(C4CCCC4)nnc3s2)n(C)n1,1.12904506,1644
CC(C)c1nc2c(n1C)CCN(c1ncnc3ccsc13)C2,1.735199548,291
CCC(Nc1cnn(C)c1)c1ccc2c(c1)OCCO2,1.57634135,1094
CSc1ccccc1NC(=O)CN1CCCC(c2nc3ccccc3o2)C1,0.929418926,1695
CONC(=O)c1ccccc1Nc1cc(Nc2cc(C)nn2C(C)C)ncc1Cl,1.384263786,1640
CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,1.344392274,1109
CCCc1nc(N2CCc3ccccc3C2)ncc1C(=O)O,1.710878618,275
Cc1ccc(NC(=O)c2cc(-c3ccccn3)nc3ccccc23)nc1,-0.744727495,1993
COc1ccc2nc(C)nc(N3CC(CO)C3)c2c1,1.46686762,1294
OC1(Cn2nnc(-c3cccnc3)n2)CCCCC1,1.399154334,777
Cc1cc(OCc2cc(C#N)ccc2F)ccc1N,1.40534636,2002
Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,0.691081492,1096
CN(Cc1ccccc1N1CCCC1)C(=O)c1cccc(Cn2ccnc2)c1,1.789580712,955
Cc1cc(C(=O)NC2CCN(c3ncnc4sc(C)c(C)c34)CC2)on1,0.396199347,1592
Clc1cccc(-c2nnc(Cn3cnc4ccccc43)o2)c1,1.437750563,432
Cc1cccc(OCC(=O)Nc2ccc3c(c2)C(=O)N(c2ccccc2)C3=O)c1,-0.387216143,1861
Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2Cc1cn[nH]c1,0.509202522,929
Cc1nnc(N2CCC(CNc3ccc(C#N)cn3)C2)c(C#N)c1C,0.911157609,2065
O=C(Cn1cccc(C(=O)Nc2cccc(-n3cccn3)c2)c1=O)NC1CCCCC1,-0.096910013,1917
Cc1cc(C)c(NC(=O)c2ccnc(OC3CCC3)c2)c(C)n1,1.557867962,313
CN(Cc1nc(N)c2ccccc2n1)Cc1ccc(F)cc1F,1.634174872,728
N#Cc1ccc2nc([C@H]3CCN(C4CCC4)C3)[nH]c2c1,1.700703717,1372
COc1cccc(OCCCn2cncc2-c2cc3c(cc2OC)OCCCO3)c1,1.979775933,640
Nc1nc2c3ccccc3oc2c2ccccc12,-0.602059991,1803
Cc1cc(C)c(-n2cccn2)c(-c2cn(C[C@@H]3CCCO3)nn2)c1,1.421932813,1500
CN(CCc1ccccc1)C(=O)CC#N,1.51201697,1406
COc1cc2c(cc1NC(C)=O)oc1ccccc12,1.536558443,1257
CN(C)c1cccc(Cn2ccnc2-c2ccc(O)cc2)c1,1.433769834,1351
C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,1.548389418,22
CCc1cnc(CNC(=O)N2CCC(n3cncn3)CC2)s1,1.694078462,1120
CC(C)c1nnc(-c2ccc(-c3ccccc3)nc2)n1-c1cccc2nonc12,1.727785174,695
CC(C)(O)[C@H]1O[C@H]2CC[C@@]3(C)[C@@](O)(CC[C@H]4Cc5c([nH]c6ccccc56)[C@@]43C)C2=CC1=O,-0.004364805,2159
Cc1nc(CN2C[C@@H](c3ccc4c(c3)OCO4)[C@@H]3[C@H]2C2CCN3CC2)co1,1.683947131,1322
c1ccc(-n2cc(CNc3ncccn3)cn2)cc1,1.613947477,293
Cn1cc(CN2CCN(c3ccccc3O)CC2)c(-c2ccncc2)n1,1.520876382,1180
Cc1ccc([C@@H]2N[C@@H](Cc3ccccc3)C(=O)N2C)o1,1.726727209,451
CCCC(=O)Nc1cnc(N2CCN(C)CC2)nc1,1.547774705,1043
CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1,-0.013228266,1809
OCC1CCCCN1Cc1ccc(Cl)c(Cl)c1,1.62324929,50
CC(=O)Nc1cc(CCC2CCNCC2)ccn1,1.707399831,980
Cc1cccc(OCC(=O)Nc2ccn(C)n2)c1,1.637989781,1586
CS(=O)(=O)N1CC(c2n[nH]c3ncccc23)C1,1.522574633,925
Cc1cc(Nc2ccccn2)cc(C2CCCN(CC(=O)Nc3ncc(C)s3)C2)n1,1.81640703,1387
NC(=O)c1ccc(N2CCCCC2)c(NC(=O)c2ncoc2-c2ccc3ccccc3c2)c1,-0.619788758,1874
CNC(=O)c1cccc(Oc2ncnc3c2CN(C)CC3)c1,1.670987603,1007
OCCN1CCC(c2ccncn2)CC1,1.573103783,522
CCN(Cc1ccncc1)[C@@H]1CN(C(=O)c2ccccc2)C[C@H]1O,2.061452479,737
C[C@@H](CN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)NC(=O)c1ccc2ccccc2c1,0.58546073,1661
O=C(NCc1ccc(F)cc1)C1(Cc2ccc(-c3cccnc3)cc2)CCOCC1,1.941759814,1528
Cc1nc(O)cc(C2CCN(c3cnccn3)CC2)n1,1.704922291,417
Cc1ccccc1-n1c(CC2CCN(C(=O)C3CC3)CC2)n[nH]c1=O,1.681060244,626
Cc1nccn1-c1ccc(F)cc1CNC(=O)C(C)C,1.773420723,645
Cc1csc(Nc2ccc(C#N)cc2)n1,1.582063363,1407
Cc1nc(-c2cc(C)on2)n(CCc2ccccc2)n1,1.332842267,807
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,1.538196578,16
O=C(NCc1cccc(O)c1)Nc1ccccc1F,1.561578368,1712
O=C(CN1CCC(c2ccccc2)CC1)N1CCNC1=O,1.690727544,1131
CCOc1ccc(CC(=O)NCCn2cccnc2=O)cc1,1.835817354,1056
N#CCCN(C(=O)c1cccs1)C12CC3CC(CC(C3)C1)C2,0.857332496,1142
Cc1ccc(C)c(OCC(=O)N2CCC(C(=O)Nc3ccccc3)CC2)c1,0.527629901,1224
Cc1ccc(C(=O)Nc2ccccc2C(C)(C)C)cn1,1.50501424,1040
COc1ccc(C)cc1NC(=O)CN1CCc2ccccc2C1,1.191171456,141
CCCn1cnnc1Cn1ccnc1-c1ccc2occc2c1,1.456821348,650
Cc1nc(Nc2ccc(F)cc2)nc2c1ncn2-c1ccc(F)cc1,-0.853871964,1875
Cc1cccc(-n2cnnc2CCCN2CCOCC2)c1,1.544440137,1357
CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,1.713826424,1314
CC1(c2nnc(-c3cc(-c4ccccc4)n[nH]3)o2)CCOCC1,1.263636069,743
Cn1cc(NC(=O)c2csc(Cc3ccccc3)n2)cn1,1.538322333,1631
COc1ccc(OCc2nn3c(-c4ccc(OC)cc4)nnc3s2)cc1,-0.698970004,1869
CC(C)N1CCC(O)(c2ccccc2F)CC1,1.617734035,820
O=C(NCc1ccccc1)c1ccc(NS(=O)(=O)c2ccc(C3CCCCC3)cc2)cc1,0.195899652,648
Cc1nc(C(C)C)sc1C(=O)Nc1nc(C(C)(C)C)cs1,1.071513805,268
COc1ccccc1C(=O)NCc1nc(C)cc(N2CCCCC2)n1,1.825945143,178
COc1cccc(NC(=O)c2c([O-])n(-c3cccc(OC)c3)n[n+]2C)c1,-0.721246399,1915
CN(CC(=O)NC1CC1)C(=O)C1C2CC3CC(C2)CC1C3,1.705692697,662
N#CCCN(c1ncnc2sccc12)C1CC1,1.600101256,228
O=C([C@H]1CCCN(Cc2ccc(Cl)cc2)C1)N1CCc2ccccc2C1,1.635986112,201
O=C(Nc1ccccc1)c1c([O-])n(-c2ccccc2)n[n+]1Cc1ccccc1,-0.698970004,1867
O=C(CCn1nnc2ccccc2c1=O)Nc1ccncc1,1.329601248,1303
Cc1c(NC(=O)c2cc(C(N)=O)nc3cc(F)ccc23)c(C(F)(F)F)nn1Cc1ccc(C#N)cc1,-0.744727495,1846
Cc1cccnc1CNc1ccc(C#N)cc1F,1.556181847,480
N#Cc1ccccc1N1CCC(N)CC1,1.738225448,1009
Cc1ccc(F)cc1NC(=O)c1cnc2onc(C(C)C)c2c1,1.627570664,656
O[C@@H]1CO[C@H]2C[C@@H]1Nc1c(-c3ccccc3)cccc12,1.230448921,719
CC(C)(C=C(C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,1.553276046,20
O=C(CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1)Nc1ccccc1F,1.288919606,180
Cc1ccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c(F)c1,1.390935107,221
OC(CNCc1ccc(OCc2cccs2)cc1)c1ccccc1,1.63286204,2097
Cc1cccc2sc(NC(=O)c3cccnc3)nc12,-0.283996656,1835
Cc1cncc(C2CCN(Cc3cnccn3)CC2)n1,1.831229694,1529
CN(NC(=O)c1ccn(-c2ccccc2)n1)c1ccccc1,1.764549719,1677
COc1ccc(Oc2cc(C)c(-c3csc(NC(=O)c4ccncc4)n3)c(C)c2)cc1,-0.508638306,2040
CNC(=O)c1ccc(/C=C/c2nc3cc(Cl)ccc3o2)cc1,-0.119186408,1850
