SMILES,LOG HLM_CLint (mL/min/kg),uidx
CCc1[nH]nc(NC2CCC(C(=O)OC)CC2)c1C,2.718688487,2484
Cc1cc(F)ccc1CC(=O)N[C@@H]1CCOC[C@H]1OCCO,0.675686709,1126
C#CCNC(=O)c1cc(C(C)C)nn1CC,0.675686709,970
COc1ncc(C(=O)NCc2cnn3cccnc23)cn1,0.675686709,2381
Cc1csc(Nc2ccc(C#N)cc2)n1,2.303548104,1484
Cc1ccc(OCN2CCCCC2=O)nc1,0.721398376,2261
Cc1cccc(NC(=O)c2noc3c2CCCC3)n1,2.293786696,1657
NCc1cccc(C(=O)N2CCCC2)c1,0.675686709,230
O=C(CC1CCCC1)NCc1nnc2n1CCC2,0.675686709,1580
NC1CC(NC(=O)c2ccc(-c3cn[nH]c3)cn2)C12CCC2,0.929827481,3071
O=C(C1CCCN(S(=O)(=O)c2ccccc2)C1)N1CCc2ccccc2C1,2.380354173,1762
COc1ccc(-n2cc3c(c2-c2ccccc2Br)c(=O)n(C)c(=O)n3C)cc1,1.574575243,221
COc1ccc(C(=O)c2ccc(C)cc2)c(OC)c1,2.007939713,2594
CC(COc1ccccc1Cc1ccccc1)N1CCCCC1,1.095901279,2275
CN(C)S(=O)(=O)CCCN1CCc2ccccc2CC1,1.20054956,2611
O=C(c1ccc2c(c1)OCO2)N1CCC(c2n[nH]c(C3CC3)n2)CC1,0.675686709,245
CNCc1cc(N(C)C)nc(C2CCCN2C(=O)CCc2c[nH]c3ccccc23)n1,1.704502273,2614
Cc1n[nH]c(C)c1CCC(=O)N1CCOCC1,0.675686709,1246
CN(C)Cc1csc(-c2nccn2-c2ccc3c(c2)n(C)c(=O)n3C)c1,0.675686709,1578
O=C(Nc1ccc(F)cc1F)N1CCn2c1nc1ccccc12,1.894703653,560
N#Cc1ccc(OCCn2cccn2)cc1,0.840858554,360
Cn1cc(C(=O)NCCc2c[nH]c3ccccc23)c(-c2cccnc2)n1,1.558300478,1101
Fc1cccc(Cl)c1CNCCc1c[nH]c2ccccc12,2.474006353,1088
CCCn1ncc(CN2CCC(c3ncc[nH]3)CC2)c1C,0.865222456,2946
CN(Cc1ccc(OC(F)(F)F)cc1)Cc1cn(C)nn1,1.177276711,2180
CN1CCc2nc(NC(=O)c3cncn3-c3ccccc3)sc2C1,0.707995746,1074
Cc1cnn(CC(=O)NCCCn2cc(Cl)cn2)c1,0.675686709,1874
CCN(CC)S(=O)(=O)c1ccc2c(c1)CCN2CC(=O)NCc1ccccc1F,2.527626035,576
CCOc1ccc(NC(=O)c2ccc3c(c2)NC(=O)CO3)cc1,0.675686709,2986
CC(=O)c1ccc(-c2ccc(-c3nn[nH]n3)cc2)cc1,1.045127307,2903
N#Cc1c(F)cccc1Oc1cccnc1,0.675686709,2136
Cc1ccc(C(=O)Nc2cccc(C(=O)N(C)C)c2)cn1,0.675686709,1092
O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1,0.781611782,640
COc1ccc(-c2nn(C)c3ccccc23)c(OC)c1OC,1.97966672,1947
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccccc2Cl)C1,2.649622021,126
O=C1OCCN1CCN1CCC(c2cc3ccccc3[nH]2)CC1,1.045635871,2737
Cc1cc(CSCc2ccc(C#N)cc2)no1,1.88295691,2982
CN1CCc2ncnc(N3CCCN(c4nccs4)CC3)c2C1,1.367765791,1162
CN1CCN(Cc2noc(Cc3ccccc3)n2)c2ccccc21,2.53226377,247
COc1nn(C)cc1C(=O)Nc1cccc2cnccc12,1.998886781,87
COc1cccc(C)c1C(=O)N[C@H](CO)CCSC,1.512324113,1977
O=C(CCc1ccco1)Nc1ccccc1OC(F)F,2.063836054,1100
COc1ccc(CC2CN3CCN(C(=O)OCc4ccccc4)CC3CO2)cc1,1.521504202,2082
O=C(Cc1ccc2c(c1)OCCO2)NC1CCCCCC1,2.288186604,1389
CCCn1c(=O)n(Cc2ccc(C#N)cc2F)c2ccccc21,1.730903345,1144
Cn1c(C(=O)N2CCN(CCc3ccccc3)C(=O)C2)cc(=O)n(C)c1=O,0.675686709,1531
COc1nc2c(cc1CNC(=O)N1CC[C@@H](O)C1)C(=O)N(C1CCCC1)C2,0.675686709,2061
CC1=C(C(=O)Nc2cc3cn[nH]c3cc2F)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1,1.707493529,2095
Nc1ccc2c(c1)ncn2CCc1ccccc1,0.675686709,1443
CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,1.05219358,2615
COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4ccc(N)nc4)cc(C)n3)CC1)CO2,1.637939802,393
Cc1ncc(-c2ccccn2)c(CCNC(=O)C2CCCC2)n1,0.864392405,1903
CN(c1nc2ccccc2o1)C1CCN(C2CCOCC2)CC1,2.641865592,2977
CS(=O)(=O)N1CCN(Cc2cc3c(cc2O)OCO3)CC1,1.456684804,2945
Cc1ccc(-c2cnn3c(O)cc(Cn4cccn4)nc23)cc1,1.262759495,2583
CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,1.507410559,1750
O=C(CCc1cccs1)Nc1ccc(N2CCOCC2)cn1,1.335197045,688
C#CCNC(=O)N(Cc1ccccc1F)C1CCOCC1,0.675686709,1888
Cc1nn(CCC#N)c(C)c1Oc1ccccc1O,0.675686709,853
CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,0.675686709,2205
COc1ccc(OC)c(S(=O)(=O)NCCC(=O)Nc2ccccc2C)c1,1.711630102,2629
CCC(C)(C)c1ccc(Oc2ccc(NC3=NN(c4ccccc4)C(=O)C3)cc2)cc1,0.881384657,2944
Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,0.675686709,1173
C[C@H](NC(=O)CCC(F)(F)F)C(=O)N[C@@H]1C(=O)N(CCO)c2ncccc2-c2ccccc21,0.675686709,2640
NC(=O)c1cnn(Cc2cccc(F)c2)c1,0.675686709,2953
CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12,0.89014146,285
CC(C)N(C[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1O)[C@H]1C[C@@H](CCc2nc3cc(C(C)(C)C)ccc3[nH]2)C1,2.163113648,2240
Cc1ccc2[nH]c(CNC(=O)c3ncoc3C)nc2c1C,1.132803818,2592
O=C(Nc1ccccn1)c1cccc2ccccc12,2.118876211,1802
CN(Cc1c(F)cccc1Cl)C(=O)c1ccc(-n2ccnc2)nc1,1.419294722,793
O=C(CSC1CCCC1)N1CCC(Cn2cccn2)CC1,1.872517549,525
CONC(=O)c1c(C)nn(C)c1Cl,0.675686709,2526
O=C1C(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CCN1c1ccccc1,0.686993566,1815
Cc1nc(CCN2C(=O)NC(C)(C)C2=O)cs1,0.675686709,353
O=c1c2c(C(F)(F)F)cccc2ncn1CCc1ncc[nH]1,1.02881517,2367
O=C1Oc2nc3cc4c(cc3cc2CN1CCN1CCOCC1)OCCO4,0.675686709,1012
COC[C@@H](O)Cn1c(C)nc2ccccc21,0.675686709,1910
Cc1cc(Cn2cnc(C#N)c2C#N)c2ccccc2n1,0.675686709,2311
COc1ccccc1CC(=O)NC1CCN(C)CC1,0.675686709,1079
CCCc1nnc(N2CCC3(CCCC3)C2)s1,1.938094228,2670
Cc1oc(C)c(C(=O)N2CCNC(=O)C2)c1Br,0.675686709,1474
Cc1cc(C(=O)NC(C)(C)C#N)nn1-c1ccc(F)cc1,0.675686709,2556
CCC1(CC)NC(=O)N(CC(=O)N2CCOCC3(CCCC3)C2)C1=O,1.486246237,783
CC(C)Cc1n[nH]c(-c2ccc(N3CCN(C)CC3)cc2)n1,0.675686709,2479
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,1.694429691,694
CCN(Cc1nc2cc(Cl)ccc2c(=O)[nH]1)C(=O)COc1ccccc1Cc1ccccc1,2.352111095,1817
Cc1cccc2cnc(C3CCN(C(=O)CCc4ccno4)CC3)cc12,1.494224187,3035
C[C@@H](CN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)NC(=O)c1ccc(Br)cc1,1.948222186,1739
Cc1cc(Nc2nnc(C)s2)cc(C2CN(C(=O)c3c(C(C)C)noc3C)CCO2)n1,1.352876834,2016
CC(C)C(=O)N1CC(Cc2nccc3ccn(C)c23)C1,0.675686709,641
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,1.013300787,806
O=C(c1cccs1)N1C[C@@H]2CCCN(C(=O)c3cccs3)[C@@H]2C1,0.762002969,918
CN(Cc1ccc(Cl)cc1)C(=O)c1ccc(-n2ccnc2)nc1,0.675686709,1441
O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,1.871082326,1848
CNc1nc(-c2cc(OC)cc(OC)c2)ncc1F,1.568975721,1141
CN(CCSc1ccc2nnc(C(F)F)n2n1)Cc1ccccc1,2.39006211,2165
c1ccc2nc(OC3CCNCC3)cnc2c1,0.675686709,2967
NCc1ccc(-n2cnc3ccccc32)cc1Cl,1.11330815,2810
Cc1ccc(OCC(=O)Nc2ccncc2)c(C)c1,1.720200663,1794
Brc1cc2c(cc1Cn1cncn1)OCCCO2,0.886265059,1174
Cc1cc(CN2CCC(N(C)c3ncc(Cl)cn3)CC2)on1,1.205312653,2563
CCc1cnccc1C(=O)Nc1cnccn1,0.675686709,1937
Cc1ccc2oc(C(=O)N3CC[C@H](O)[C@@H](N4CCOCC4)CC3)cc2c1,1.221231613,2602
CCCOc1c2c(nc3cc(C4CCOCC4)nn13)CCC2,0.675686709,2678
CC(C)N(C(=O)Cn1cccc2cc(-c3ccco3)nc1-2)C(C)C,2.57133026,2441
O=C1NC2(CCCCC2)C(=O)N1Cc1csc(-c2ccccc2)n1,1.375407533,2456
c1nc(Nc2ccc3c(c2)OCCCO3)c2sccc2n1,1.964066253,1833
Cc1csc(CCNc2ncccc2C#N)n1,1.863310961,1638
O=c1ccc(C2CC2)nn1CC1CN(CC2(O)CCCC2)C1,0.675686709,1014
CN(CC(=O)NC1(C#N)CCCCC1)c1cccc(C#N)c1,1.933284772,281
COc1ccc(Cl)cc1NC(=O)CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1,2.656293734,1897
Cc1cccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c1,2.177262274,258
O=C(NC1=NS(=O)(=O)c2ccccc21)c1cc(-c2ccc(F)cc2)no1,1.955577119,1158
C/C=C/CC(=O)N1CCC(c2cc(Cc3ccccc3)n[nH]2)CC1,1.715736003,1157
CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H]1CO,1.430671559,1437
C[C@H](C(=O)Nc1nc2ccccc2[nH]1)N1Cc2ccccc2C1=O,0.675686709,1844
Cc1ccc(-c2noc3nc(C)cc(C(=O)O)c23)cc1,0.675686709,916
Cc1ccc(=O)n(CC2(O)CCN(Cc3ccc4ccccc4n3)CC2)n1,0.675686709,2699
O=C(NCc1ccc(O)c(O)c1)c1ccc2ccccc2n1,0.675686709,1850
Cc1cc(N(C)CC(C)(C)O)ncc1Br,1.556953454,2856
Cc1csc(NC(=O)c2cccc(C)c2C)n1,2.238856198,1714
CC(C)c1noc(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)n1,0.928703027,1062
CN(NC(=O)c1ccn(-c2ccccc2)n1)c1ccccc1,1.915637234,1752
CC(C)N1CCN(CCCSc2ncc[nH]2)CC1,0.675686709,2797
COc1cc(C(=O)O)c(N)c(OC)c1OC,0.675686709,1237
Cc1nc(NC2(c3cccc(Cl)c3)CC2)c2c(C)noc2n1,0.964306782,1453
CC(C)CC(=O)NCC(=O)N1CCCC1,0.675686709,408
C(=C/c1ccccc1)\CNCc1ccc2c(c1)OCO2,1.590016582,1469
c1ccc(-n2cc(CNc3ncccn3)cn2)cc1,1.48814161,370
CNC(=O)Cc1csc(-c2ccc(C)cc2)n1,2.033568496,301
COc1cccc(CNC(=O)C2(C#N)CCOCC2)c1,0.675686709,2809
Cc1ccc(Oc2ccc(N)cc2)nn1,0.675686709,2384
CCn1c(=O)n(CC)c2cc(N)ccc21,0.675686709,253
CCCn1cc(CN2CCC(c3nc(N(C)C)no3)CC2)cn1,1.321494867,2317
CC(C)(C)C[C@@H]1COCc2nc(OCc3ccccn3)cc(=O)n21,0.849726444,1053
OCC1CCCCN1Cc1ccc(-c2ccccc2)cc1,1.314330783,71
Cc1cc(N2CCN(C(=O)OC(C)(C)C)[C@H](C)C2)ncn1,0.975891136,590
Cn1ccnc1C1CCN(C(=O)COCc2nc3cc(F)ccc3[nH]2)CC1,0.675686709,3042
N#Cc1ccc(C(=O)Nn2cnnc2)cc1,0.675686709,1628
CN1C(N)=N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,0.675686709,118
O=c1[nH]c2ccccc2n1C1CCN(Cc2csc(COc3ccc(F)cc3)n2)CC1,2.320241862,2866
C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,1.89741814,160
O=C(NCC1CC1)c1ccc(-n2ccnc2)nc1,0.675686709,1204
CCN1CCc2ncnc(N3CCNc4ccccc4C3)c2C1,0.675686709,1319
N#Cc1cccc(CN2CCC=C(CNC(=O)c3cccs3)C2)c1,1.753621355,292
O=C(c1ccccc1-n1cccn1)N1CCN(Cc2cccnc2)CC1,1.748141493,691
CCn1nc(CNC(=O)c2nc(C)c[nH]2)c2ccccc21,1.049334336,2423
Cc1ccc(C)c(S(=O)(=O)N2CCCN(CCn3cccn3)CC2)c1,2.316988798,930
COc1cc(CN2CCCNCC2)cc2c1OCO2,0.713742478,2599
COc1ccccc1C(=O)Nc1cccc(C#N)c1,1.93200167,891
CC(C)C(=O)N1CCn2nc(CNC3CCc4ccccc4CC3)cc2C1,0.675686709,2606
CN(Cc1nc(N)c2ccccc2n1)Cc1ccc(F)cc1F,1.732417887,805
Cc1cccc2cc(C(=O)NCCCn3nnc4ccccc43)n(C)c12,2.512300084,2657
CCn1nc(Cc2ccc(OC)cc2)nc1Cc1sc(C)nc1C,1.330170175,504
CC(C(=O)Nc1ccc(C(N)=O)cc1)N1CCCC(c2nc3ccccc3o2)C1,2.262629043,866
COCc1ccc(SCC(=O)NC2CCCC2)cc1,1.521974472,2251
c1cnc(NCc2cccc(-c3cccnc3)c2)nc1,1.292056605,2248
Cn1ncc2c(Oc3cccc(C(C)(C)C)c3)ncnc21,1.564121376,947
CN1CCCN(c2nc(C(F)(F)F)nc3cc4c(cc23)OCO4)CC1,1.347661709,741
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1.83466862,1202
Cc1ccc(CNc2ncnn2C)nc1,0.675686709,2379
Nc1cnn(CC(=O)Nc2ccc(F)cc2)c1,1.206960729,1749
CCc1cc(CN(C)c2nccc(-c3ccc(C)nc3C)n2)on1,1.951230632,1232
COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,0.675686709,148
CC(C)CCNC(=O)c1ccc2ccccc2n1,2.226452968,1779
CCc1ccccc1NC(=O)CCn1ccnc1-c1ccc2c(c1)OCO2,2.100329182,569
O[C@@H]1C[C@@H](c2nc(-c3cccnc3)no2)N(CCCc2ccccc2)C1,2.031913164,1280
Cn1nc(C2CCNCC2)c2cccnc21,0.675686709,1499
COc1ccc2nc(NCc3cnn(C)c3)ccc2c1,1.454600977,1409
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,0.675686709,2386
CCOc1cc(N(C)CC2CCN(C)CC2)ncn1,1.303044784,1961
O=C(c1n[nH]c2c1COCC2)N1CCC2(C=Cc3ccccc32)CC1,0.685831275,2308
COc1cccc(CN(C)c2cc(N3CCCC3)ncn2)n1,2.106068448,2477
CCCc1noc2nc(-c3ccncc3)cc(C(=O)O)c12,0.675686709,2020
O=C(c1cccnc1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,2.5987369,249
O=C(c1cccs1)N1CCCC(C(=O)N2Cc3ccccc3C(c3ccccc3)C2)C1,2.884894442,1723
O=C(CN1CCCC1=O)NCC1(CO)CCCC1,0.675686709,2104
Cc1ccc(NC(=O)c2cccc3cccnc23)cc1,2.313700639,1772
CCCCNC(=O)c1ccc2c(c1)nnn2C,0.675686709,1636
CC(=O)NCCOc1ccc2ccccc2n1,1.109274738,2961
Cc1cccnc1NC(=O)CCc1ccc(F)cc1,0.837651558,1840
Cc1cccc(N(C)C(=O)COC2CCCC2)n1,1.651054993,1292
CN(C)c1cc(CNC(=O)C2CCOCC2)ccn1,0.675686709,1273
CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1,2.095078646,125
CCc1cc(NS(C)(=O)=O)n(C)n1,0.675686709,1902
Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)c2c(n3S(=O)(=O)c3ccc(C)cc3)CCC2)cc1,2.362198803,2836
CCc1ccccc1S(=O)(=O)NCCc1cn[nH]c1,1.541891125,1954
CCCCOc1nc(N)c2c(n1)N(Cc1cccc(CN3CCCC3)c1)CC(=O)N2,2.053527879,2549
C=CCNc1ncc(-c2cnccn2)c(C2CC2)n1,1.113575717,2409
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,2.572145236,830
CN(C)S(=O)(=O)Nc1ccc(-n2ncc3ccccc32)cc1,1.332761536,1089
Cc1cc(OCc2ncc(C(C)(C)C)o2)nn1C,1.444638031,240
Cc1ncc2c(n1)CN(CCCc1nc3ccccc3o1)CC2,1.926902963,488
CCC(=O)NCc1ccnc(N(C)C)c1,0.675686709,1535
COc1ccc(Cc2cccc(C3CCN(C(=O)C4CCCC4)CC3)n2)cc1,2.056054478,277
CC(C)c1nsc(N2CCC(Nc3cccnc3)CC2)n1,1.419377405,1918
O=C(Nc1ccccc1-n1ccnc1)c1ccc(F)cc1,1.008216802,906
CNC(=O)Cn1ccc2cc(OC)ccc21,0.675686709,969
O=C1CN(c2ccc(Nc3nccc(C(F)(F)F)n3)cn2)CCN1,0.675686709,56
CN1C(=O)COc2ccc(NC(=O)CCN3C(=O)COc4ccc(Cl)cc43)cc21,2.191260934,1003
CCCN(CC)c1ccc(C(=O)N2CCCN(C(C)=O)CC2)cc1,1.40940895,1180
O=C(C1CC1)N1CCC(CNS(=O)(=O)N2CCCCCC2)CC1,1.60686484,2430
CC1CCN(C(=O)c2n[nH]c3ccccc23)CC1,1.329682569,625
O=C(NCCN1CCc2ccccc2C1=O)c1ccon1,0.675686709,2058
C[C@H]1NC(=O)N(CCc2nc(C(F)(F)F)cs2)C1=O,0.765519543,2576
N#CCCN(C(=O)c1sccc1C#N)C12CC3CC(CC(C3)C1)C2,2.505268036,951
CN(C)c1ccnc(NC(=O)c2cnsn2)c1,2.211774429,3037
Cc1cc(Nc2ccc(F)cn2)cc(C2CCN(C(=O)COc3ccccc3F)C2)n1,2.059949454,873
Cc1ccc(CCNc2ccc(C#N)nc2)cn1,0.675686709,1862
c1csc(-c2csc3nc(CN4CCOCC4)nc(N4CCc5[nH]ncc5C4)c23)c1,2.747507358,1415
CN(C)C1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1,0.675686709,644
O=c1c2ccccc2nnn1CCOc1ccc(F)cc1,1.416840137,1906
Cc1ccccc1CCNC(=O)N(Cc1cccnc1)C1CCN(C)CC1,1.309012349,2438
Cc1cc(C)cc(OCCN(C)C(=O)NCCS(=O)(=O)N(C)C)c1,1.572464987,2365
CCCc1noc(CN2CCN(c3ccccc3OC)CC2)n1,1.432151214,2106
Cc1cc(-c2nncc3c(C(C)(C)C)c(OCc4ncnn4C)nn23)no1,0.675686709,2510
Cc1cccnc1Nc1cccc(C2CCCN(CC(=O)Nc3nccs3)C2)n1,1.953648568,122
CC1(C)CCN(C(=O)NCCOc2cccnc2)C1,0.675686709,1167
N#Cc1ccc(NS(=O)(=O)c2c[nH]c3nc(Cl)ccc23)c(F)c1,0.675686709,3057
Cc1nc2cc(NC(=O)Cc3c(C)nc4ccccc4c3C)ccc2o1,0.932270776,701
CCCCCCCCc1ccc(CC[C@](N)(CO)COP(=O)(O)O)cc1,0.881384657,3085
Cc1ccccc1-n1c(CC2CCN(C(=O)C3CC3)CC2)n[nH]c1=O,0.675686709,703
CN(C)C(=O)OCCN1CCC(c2c[nH]c3ncccc23)CC1,1.471511737,1028
COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,1.245438634,1907
Cc1ccc(F)cc1C(=O)N1CCc2c(nc(-c3ccccn3)nc2N(C)C)C1,0.94156112,1852
CCOc1ccnc(NCCCc2nc3cc(F)ccc3[nH]2)n1,2.374271643,2358
O=C(NCC1(c2ccc(F)cc2)CCOCC1)c1ccccn1,1.064719984,184
CC(C)c1cccc(CN2C(=O)N(C)C3(CCCCC3)C2=O)n1,2.917223415,1172
CN(C(=O)C1CCN(c2ncccn2)CC1)C1CCCCCCC1,2.715346394,869
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1,1.094051656,2485
Cc1cc2cc(C(=O)N(C)CCC(=O)O)oc2cc1C,0.675686709,473
Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,1.380428335,2081
Cn1c(-c2ccc(F)cc2)cnc1NC(=O)CCC(=O)N1CC(=O)Nc2ccccc21,1.606972206,857
C[C@H](Cn1nc2c(cc1=O)CCCCC2)NC(=O)Cc1cccs1,2.185986704,2843
C[C@@H](/C=C\C(F)(F)F)Oc1cc(-c2cc(-c3cc(CN(C)C)cs3)cnc2N)ccc1C(N)=O,1.311160273,1266
O=C(Cn1ccnc1)NCc1ccccc1F,0.675686709,1775
COc1ncnc(C)c1-c1cccc(OC(C)C)c1,1.802889978,1882
Cc1nn(C(C)C)c(C)c1S(=O)(=O)NCC1CCN(C(=O)C2CC2)CC1,1.964160594,2234
COc1ccc(F)cc1-c1ccc(-c2nnco2)cc1,1.377470174,2817
CC1(C(=O)O)CCN(Cc2ccccc2)CC1,0.675686709,1812
Cc1ccnc(NC(=O)c2ccnc(C)n2)c1,2.136247975,2734
COc1ccc(/C=C/C(=O)c2c(C)nc3ccccc3c2N)c(OC)c1,1.637629802,1654
COCC(=O)Nc1cccc(-n2cccc2)c1,2.312775898,1183
CN(CCN1CCCCC1)c1cncc(C(N)=O)n1,0.675686709,2354
Cc1nn(-c2ccc(F)cc2)c2ncc(C(=O)Nc3nc(C4CC4)cs3)cc12,0.754424789,1646
O=C(Nc1nccs1)C1CCN(C(=O)CN2CCc3ccccc32)CC1,1.52170021,1596
CO[C@H]1CC[C@@H](C(=O)c2ccc3nc4c(cc3c2)CCCO4)CC1,1.468332558,1184
Fc1cc(-c2noc(C3CCN(C4CC4)CC3)n2)cc(F)c1F,1.87478902,3022
N#Cc1cc(F)c(C(=O)Nc2ccnc(NC(=O)[C@H]3C[C@H]3F)c2)c(Cl)c1,0.675686709,300
Cc1nn(C(F)F)c(C)c1CC(=O)NCCNC(C)(C)C,0.675686709,2363
NC(=O)COc1ncnc2ccccc12,0.675686709,1243
CCOC1CCN(c2ccnc(C(=O)NCc3ccccc3)c2)CC1,1.261405627,2544
Cc1ccc(Cn2nc(C)c(C(N)=O)c2Cl)cc1,0.860397905,518
CCCN(Cc1ccccc1)C(=O)CC1(N)CCC1,0.675686709,643
Cc1nc(NCc2ccc(F)c(Cl)c2)n(C)n1,0.890253305,665
CCc1nc(CN2CCC(=O)Nc3cc(F)ccc32)n[nH]1,0.675686709,2048
Cc1ccc(-c2nnc([C@H]3CCN(Cc4cc5ccccc5o4)C3)o2)cc1,1.692406235,1446
CCc1cc2c(Nc3cnn(CC)c3)ncnc2s1,1.609871757,1696
COc1cc(F)ccc1-c1ncnc(Nc2cccc(C[S@@](C)(=N)=O)c2)n1,0.675686709,48
Cc1csc(N(C(=O)c2ccc(-n3cncn3)c(F)c2)C2CC2)n1,1.217483944,595
CC(C)C(=O)N1CCC(Nc2ncnc3ccsc23)CC1,0.675686709,664
N#CCCN(c1ncnc2sccc12)C1CC1,1.042339205,305
COc1cc2c(cc1OC)[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,1.761950379,2645
C#CCNC(=O)Cc1coc(-c2ccccc2)n1,1.430268606,2394
OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,0.964118143,1296
CSc1ccc(-c2ccc3n(c2=O)C[C@@H]2CNC[C@H]3C2)cc1,0.699490845,766
O=C(O)c1ccccc1COc1cccc2cccnc12,0.675686709,2388
COc1ccncc1NCc1ccc2c(c1)OCCO2,1.251492215,1108
Cc1nnc(NC(=O)c2nn(-c3ccc(F)cc3)c3c2CCCC3)s1,1.623693698,1777
O=C(c1ccccc1)N1CCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1,2.09871985,512
Cn1cc(CCNC(=O)N2CCc3sccc3C2)cn1,1.177334456,840
CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2,1.503041253,2236
COCC(=O)N(CC1CCCO1)c1nc2c(s1)CCc1c-2cnn1C,0.799340549,2690
N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,0.948706309,532
Cn1ccc(C(=O)N2CCCC(c3cccc(-c4cccc(Cl)c4)n3)C2)n1,1.799071617,575
Cc1noc(-c2ccc(NC(=O)Cc3ccccc3)cc2)n1,0.893095666,1532
COc1ccc(C2(NCc3cnn(-c4ccccc4)c3)CCCC2)cc1,1.910981724,1693
CC(C)Oc1ccc(C2(C(=O)NC3CCS(=O)(=O)CC3)CCCC2)cc1,1.195650622,2521
c1ccc(-c2n[nH]c(C3CCN(c4ccccn4)CC3)n2)cc1,1.197638876,220
Cc1cc(C(=O)Nc2ccc(C)c(C)c2)n(-c2ccccc2)n1,1.986883651,1572
CC1=CCN(C(=O)c2cc(C)nc3cc(C)cc(C)c23)CC1,1.990023455,2044
CCN(CC#N)C(=O)c1nn(-c2ccc(F)cc2)c2c1CCCC2,1.700894004,1599
Cc1noc(CC2CCN(Cc3cccnc3)CC2)n1,0.754883228,2814
CC(C)c1nc2c(n1C)CCN(c1ncnc3ccccc13)C2,1.54333533,852
Cc1ccc(NC(=O)CN(C)C(=O)c2ccccc2F)nc1,0.675686709,728
N#CC1(NC(=O)CN2CCOCC2)CCCCCC1,0.675686709,1209
NCCOc1cccc(CC(=O)N2CCCN(C(=O)C3CCC3)CC2)c1,0.675686709,2131
Cc1nc(CC(=O)NCc2ccccc2)cs1,0.675686709,639
CN(CCNC(=O)NC1CCOCC1)C1CCCC1,0.675686709,1895
CC(=O)c1cc(Br)cc(F)c1OCc1ccccn1,1.81973472,2273
COc1ccc(OCC(=O)N2CCN(C)CC2)cc1,0.675686709,592
Cc1cc(Nc2nnc(C)s2)cc(C2CN(C(=O)Cc3csc(C)n3)CCO2)n1,1.270795253,2653
Cc1ccc2nc(C)c(C(=O)N3CCC(C(=O)Nc4ccncc4)CC3)cc2c1,1.324817275,421
